,变电站名称,区域,子区域,x,y,容量（kVA）,相数
7481,UDT2434,GSO,urban-suburban,603552.53,3994703.36,25.0,1
7482,UDT2435,GSO,urban-suburban,603583.28,3994781.98,25.0,1
7483,UDT2436,GSO,urban-suburban,603428.35,3994788.64,25.0,1
7484,UDT2437,GSO,urban-suburban,603440.16,3994588.52,50.0,1
7485,UDT2438,GSO,urban-suburban,603462.5,3994703.93,50.0,1
7486,UDT2439,GSO,urban-suburban,603558.43,3994509.28,50.0,1
7487,UDT2440,GSO,urban-suburban,603286.22,3994673.64,25.0,1
7488,UDT2441,GSO,urban-suburban,603521.73,3994703.55,25.0,1
7489,UDT2442,GSO,urban-suburban,603586.63,3994944.61,25.0,1
7490,UDT2443,GSO,urban-suburban,603158.31,3994103.52,50.0,1
7491,UDT2444,GSO,urban-suburban,602961.15,3994220.23,50.0,1
7492,UDT2445,GSO,urban-suburban,603253.39,3993941.89,75.0,1
7493,UDT2446,GSO,urban-suburban,603212.44,3994056.67,25.0,1
7494,UDT2447,GSO,urban-suburban,602997.62,3994196.48,25.0,1
7495,UDT2448,GSO,urban-suburban,603241.96,3994025.29,50.0,1
7496,UDT2449,GSO,urban-suburban,603198.9,3994068.39,25.0,1
7497,UDT2450,GSO,urban-suburban,603105.55,3994225.3,50.0,1
7498,UDT2451,GSO,urban-suburban,603158.31,3994103.52,25.0,1
7499,UDT2452,GSO,urban-suburban,603034.84,3994179.0,25.0,1
7500,UDT2453,GSO,urban-suburban,602913.17,3994268.84,50.0,1
7501,UDT2454,GSO,urban-suburban,602876.02,3994307.32,25.0,1
7502,UDT2455,GSO,urban-suburban,603583.33,3994703.17,25.0,1
7503,UDT2456,GSO,urban-suburban,603458.65,3994311.85,25.0,1
7504,UDT2457,GSO,urban-suburban,603220.54,3994426.64,50.0,1
7505,UDT2458,GSO,urban-suburban,603408.87,3994504.85,25.0,1
7506,UDT2459,GSO,urban-suburban,602947.77,3994453.94,50.0,1
7507,UDT2460,GSO,urban-suburban,602999.39,3994360.58,25.0,1
7508,UDT2461,GSO,urban-suburban,603028.22,3994448.7,50.0,1
7509,UDT2462,GSO,urban-suburban,603284.24,3994566.9,75.0,1
7510,UDT2463,GSO,urban-suburban,602951.82,3994607.62,25.0,1
7511,UDT2464,GSO,urban-suburban,603191.42,3994588.77,25.0,1
7512,UDT2465,GSO,urban-suburban,602970.67,3994421.37,25.0,1
7513,UDT2466,GSO,urban-suburban,603360.54,3994292.98,25.0,1
7514,UDT2467,GSO,urban-suburban,603263.3,3994252.91,25.0,1
7515,UDT2468,GSO,urban-suburban,603173.44,3994289.37,25.0,1
7516,UDT2469,GSO,urban-suburban,603458.65,3994330.88,25.0,1
7517,UDT2470,GSO,urban-suburban,603536.54,3994007.58,50.0,1
7518,UDT2471,GSO,urban-suburban,603030.76,3994601.95,25.0,1
7519,UDT2472,GSO,urban-suburban,603499.26,3994092.52,25.0,1
7520,UDT2473,GSO,urban-suburban,602840.12,3994558.23,25.0,1
7521,UDT2474,GSO,urban-suburban,603636.23,3994189.7,50.0,1
7522,UDT2475,GSO,urban-suburban,603414.88,3994236.45,25.0,1
7523,UDT2476,GSO,urban-suburban,603135.09,3994314.03,25.0,1
7524,UDT2477,GSO,urban-suburban,602912.35,3994610.45,25.0,1
7525,UDT2478,GSO,urban-suburban,603602.74,3994226.91,50.0,1
7526,UDT2479,GSO,urban-suburban,602872.24,3994452.49,25.0,1
7527,UDT2480,GSO,urban-suburban,603375.4,3994014.91,25.0,1
7528,UDT2481,GSO,urban-suburban,603470.61,3994396.71,50.0,1
7529,UDT2482,GSO,urban-suburban,603513.86,3994057.65,50.0,1
7530,UDT2483,GSO,urban-suburban,599262.86,3992886.54,50.0,1
7531,UDT2484,GSO,urban-suburban,603546.19,3993937.25,25.0,1
7532,UDT2485,GSO,urban-suburban,603087.31,3994444.88,25.0,1
7533,UDT2486,GSO,urban-suburban,603140.88,3994441.62,25.0,1
7534,UDT2487,GSO,urban-suburban,598808.2,3992891.96,50.0,1
7535,UDT2488,GSO,urban-suburban,603452.65,3994187.09,50.0,1
7536,UDT2489,GSO,urban-suburban,598754.2,3992896.9,50.0,1
7537,UDT2490,GSO,urban-suburban,603485.18,3994128.87,50.0,1
7538,UDT2491,GSO,urban-suburban,599004.42,3993893.55,25.0,1
7539,UDT2492,GSO,urban-suburban,598781.96,3993757.19,25.0,1
7540,UDT2493,GSO,urban-suburban,599292.76,3993074.89,50.0,1
7541,UDT2494,GSO,urban-suburban,599654.86,3993131.08,75.0,3
7542,UDT2495,GSO,urban-suburban,598788.23,3993422.21,25.0,1
7543,UDT2496,GSO,urban-suburban,598805.25,3993044.35,50.0,1
7544,UDT2497,GSO,urban-suburban,598751.03,3992962.09,25.0,1
7545,UDT2498,GSO,urban-suburban,598944.84,3993891.67,25.0,1
7546,UDT2499,GSO,urban-suburban,599442.06,3993016.17,25.0,1
7547,UDT2500,GSO,urban-suburban,598782.99,3993522.68,25.0,1
7548,UDT2501,GSO,urban-suburban,599685.31,3992995.83,25.0,1
7549,UDT2502,GSO,urban-suburban,599377.45,3993019.32,50.0,1
7550,UDT2503,GSO,urban-suburban,598792.14,3993326.51,25.0,1
7551,UDT2504,GSO,urban-suburban,599196.34,3993019.18,75.0,1
7552,UDT2505,GSO,urban-suburban,599057.22,3993129.33,25.0,1
7553,UDT2506,GSO,urban-suburban,598800.04,3993141.03,25.0,1
7554,UDT2507,GSO,urban-suburban,598797.96,3993189.84,25.0,1
7555,UDT2508,GSO,urban-suburban,599330.33,3993126.93,75.0,3
7556,UDT2509,GSO,urban-suburban,598793.39,3993297.22,25.0,1
7557,UDT2510,GSO,urban-suburban,599073.93,3993895.75,25.0,1
7558,UDT2511,GSO,urban-suburban,599493.44,3993690.15,100.0,3
7559,UDT2512,GSO,urban-suburban,599474.015,3993798.2325000004,50.0,1
7560,UDT2513,GSO,urban-suburban,599482.94,3993578.02,25.0,1
7561,UDT2514,GSO,urban-suburban,599498.92,3993795.4,1000.0,3
7562,UDT2515,GSO,urban-suburban,599054.74,3993216.87,50.0,1
7563,UDT2516,GSO,urban-suburban,599206.67,3993431.46,50.0,1
7564,UDT2517,GSO,urban-suburban,599256.13,3993635.61,25.0,1
7565,UDT2518,GSO,urban-suburban,599037.8,3993382.23,25.0,1
7566,UDT2519,GSO,urban-suburban,599071.36,3993756.99,25.0,1
7567,UDT2520,GSO,urban-suburban,599263.66,3993430.34,50.0,1
7568,UDT2521,GSO,urban-suburban,599046.42,3993615.63,25.0,1
7569,UDT2522,GSO,urban-suburban,599052.1,3993296.41,25.0,1
7570,UDT2523,GSO,urban-suburban,598905.08,3993187.88,25.0,1
7571,UDT2524,GSO,urban-suburban,598879.85,3993406.07,25.0,1
7572,UDT2525,GSO,urban-suburban,598935.44,3993490.26,50.0,1
7573,UDT2526,GSO,urban-suburban,599082.35,3993617.88,25.0,1
7574,UDT2527,GSO,urban-suburban,599003.58,3993430.73,50.0,1
7575,UDT2528,GSO,urban-suburban,599210.15,3993633.31,25.0,1
7576,UDT2529,GSO,urban-suburban,599394.67,3993575.81,50.0,1
7577,UDT2530,GSO,urban-suburban,599683.55,3993392.11,50.0,1
7578,UDT2531,GSO,urban-suburban,599152.27,3993316.96,50.0,1
7579,UDT2532,GSO,urban-suburban,599499.58,3993584.3,100.0,3
7580,UDT2533,GSO,urban-suburban,599702.92,3993191.84,25.0,1
7581,UDT2534,GSO,urban-suburban,599628.43,3993257.81,75.0,1
7582,UDT2535,GSO,urban-suburban,599300.47,3993322.8,50.0,1
7583,UDT2536,GSO,urban-suburban,599302.48,3993552.18,25.0,1
7584,UDT2537,GSO,urban-suburban,599301.01,3993371.34,25.0,1
7585,UDT2538,GSO,urban-suburban,599538.02,3993358.99,25.0,1
7586,UDT2539,GSO,urban-suburban,599424.9,3993177.55,50.0,1
7587,UDT2540,GSO,urban-suburban,599581.47,3993325.27,25.0,1
7588,UDT2541,GSO,urban-suburban,599138.3,3993177.69,25.0,1
7589,UDT2542,GSO,urban-suburban,599611.26,3993526.39,100.0,3
7590,UDT2543,GSO,urban-suburban,599231.98,3993177.53,25.0,1
7591,UDT2544,GSO,urban-suburban,599466.53,3993163.36,50.0,1
7592,UDT2545,GSO,urban-suburban,599435.91,3993278.18,50.0,1
7593,UDT2546,GSO,urban-suburban,599695.95,3993564.61,25.0,1
7594,UDT2547,GSO,urban-suburban,599632.43,3993556.54,25.0,1
7595,UDT2548,GSO,urban-suburban,599647.93,3993119.02,25.0,1
7596,UDT2549,GSO,urban-suburban,599908.56,3993647.38,50.0,1
7597,UDT2550,GSO,urban-suburban,599935.75,3993537.42,50.0,1
7598,UDT2551,GSO,urban-suburban,599915.34,3993565.98,25.0,1
7599,UDT2552,GSO,urban-suburban,599907.82,3993617.98,25.0,1
7600,UDT2553,GSO,urban-suburban,599869.21,3993599.79,50.0,1
7601,UDT2554,GSO,urban-suburban,599828.24,3993639.15,50.0,1
7602,UDT2555,GSO,urban-suburban,599790.73,3993685.98,25.0,1
7603,UDT2556,GSO,urban-suburban,601749.65,3993221.61,75.0,1
7604,UDT2557,GSO,urban-suburban,601752.14,3993054.12,75.0,1
7605,UDT2558,GSO,urban-suburban,601722.23,3993039.6,50.0,1
7606,UDT2559,GSO,urban-suburban,601722.23,3993039.6,50.0,1
7607,UDT2560,GSO,urban-suburban,601741.1,3993042.68,75.0,1
7608,UDT2561,GSO,urban-suburban,601752.14,3993054.12,25.0,1
7609,UDT2562,GSO,urban-suburban,601897.82,3993041.62,50.0,1
7610,UDT2563,GSO,urban-suburban,601897.82,3993041.62,50.0,1
7611,UDT2564,GSO,urban-suburban,601847.62,3993114.7,25.0,1
7612,UDT2565,GSO,urban-suburban,601752.14,3993054.12,75.0,1
7613,UDT2566,GSO,urban-suburban,601823.38,3993161.9,75.0,1
7614,UDT2567,GSO,urban-suburban,601838.14,3993194.24,50.0,1
7615,UDT2568,GSO,urban-suburban,601847.62,3993114.7,50.0,1
7616,UDT2569,GSO,urban-suburban,601858.67,3993165.3,25.0,1
7617,UDT2570,GSO,urban-suburban,601902.56,3993106.24,25.0,1
7618,UDT2571,GSO,urban-suburban,601890.04,3993214.37,75.0,1
7619,UDT2572,GSO,urban-suburban,601919.72,3993155.92,50.0,1
7620,UDT2573,GSO,urban-suburban,601768.14,3993288.88,50.0,1
7621,UDT2574,GSO,urban-suburban,601947.65,3993216.92,50.0,1
7622,UDT2575,GSO,urban-suburban,601987.88,3993172.77,50.0,1
7623,UDT2576,GSO,urban-suburban,601953.7,3993133.59,25.0,1
7624,UDT2577,GSO,urban-suburban,601983.35,3993074.12,50.0,1
7625,UDT2578,GSO,urban-suburban,601968.53,3993103.86,25.0,1
7626,UDT2579,GSO,urban-suburban,601937.87,3993056.88,25.0,1
7627,UDT2580,GSO,urban-suburban,601966.0,3993002.25,75.0,1
7628,UDT2581,GSO,urban-suburban,601953.37,3993045.56,25.0,1
7629,UDT2582,GSO,urban-suburban,602008.5,3993039.28,50.0,1
7630,UDT2583,GSO,urban-suburban,602053.51,3993045.87,50.0,1
7631,UDT2584,GSO,urban-suburban,602040.32,3993096.58,75.0,1
7632,UDT2585,GSO,urban-suburban,602048.27,3993142.14,50.0,1
7633,UDT2586,GSO,urban-suburban,602040.69,3993192.82,50.0,1
7634,UDT2587,GSO,urban-suburban,601999.86,3993210.84,50.0,1
7635,UDT2588,GSO,urban-suburban,602087.61,3993200.36,25.0,1
7636,UDT2589,GSO,urban-suburban,601731.22,3993369.61,75.0,1
7637,UDT2590,GSO,urban-suburban,601719.27,3993445.46,25.0,1
7638,UDT2591,GSO,urban-suburban,601713.29,3993483.39,50.0,1
7639,UDT2592,GSO,urban-suburban,601701.33,3993559.24,50.0,1
7640,UDT2593,GSO,urban-suburban,606788.2,3995011.55,75.0,3
7641,UDT2594,GSO,urban-suburban,606769.45,3995010.58,50.0,1
7642,UDT2595,GSO,urban-suburban,606741.32,3995009.13,75.0,3
7643,UDT2596,GSO,urban-suburban,606806.95,3995012.52,50.0,1
7644,UDT2597,GSO,urban-suburban,597705.36,3990951.09,50.0,1
7645,UDT2598,GSO,urban-suburban,597776.8,3990996.87,75.0,1
7646,UDT2599,GSO,urban-suburban,597770.62,3991022.98,75.0,1
7647,UDT2600,GSO,urban-suburban,597753.08,3990704.35,50.0,1
7648,UDT2601,GSO,urban-suburban,597731.42,3990708.24,50.0,1
7649,UDT2602,GSO,urban-suburban,597731.59,3990743.29,50.0,1
7650,UDT2603,GSO,urban-suburban,597713.34,3990738.11,50.0,1
7651,UDT2604,GSO,urban-suburban,597750.76,3990817.71,75.0,1
7652,UDT2605,GSO,urban-suburban,597756.19,3990836.83,50.0,1
7653,UDT2606,GSO,urban-suburban,597705.36,3990951.09,25.0,1
7654,UDT2607,GSO,urban-suburban,597739.28,3990886.27,25.0,1
7655,UDT2608,GSO,urban-suburban,599744.83,3991172.63,25.0,1
7656,UDT2609,GSO,urban-suburban,599672.26,3991186.39,25.0,1
7657,UDT2610,GSO,urban-suburban,599654.17,3991250.21,50.0,1
7658,UDT2611,GSO,urban-suburban,599754.96,3991252.34,25.0,1
7659,UDT2612,GSO,urban-suburban,599709.9,3991276.47,75.0,1
7660,UDT2613,GSO,urban-suburban,602130.2,3992449.57,150.0,3
7661,UDT2614,GSO,urban-suburban,602287.96,3992348.57,100.0,3
7662,UDT2615,GSO,urban-suburban,601969.88,3992014.25,50.0,1
7663,UDT2616,GSO,urban-suburban,601866.61,3992015.08,50.0,1
7664,UDT2617,GSO,urban-suburban,602476.45,3991977.82,50.0,1
7665,UDT2618,GSO,urban-suburban,602507.58,3992024.37,50.0,1
7666,UDT2619,GSO,urban-suburban,602509.19,3992030.86,50.0,1
7667,UDT2620,GSO,urban-suburban,605561.19,3988073.11,50.0,1
7668,UDT2621,GSO,urban-suburban,604711.67,3987112.07,50.0,1
7669,UDT2622,GSO,urban-suburban,604793.14,3987076.61,25.0,1
7670,UDT2623,GSO,urban-suburban,605665.55,3987874.38,25.0,1
7671,UDT2624,GSO,urban-suburban,599846.19,3991700.51,50.0,1
7672,UDT2625,GSO,urban-suburban,599866.54,3991669.31,25.0,1
7673,UDT2626,GSO,urban-suburban,600019.73,3991472.55,50.0,1
7674,UDT2627,GSO,urban-suburban,600101.19,3991258.87,25.0,1
7675,UDT2628,GSO,urban-suburban,600190.17,3991382.97,50.0,1
7676,UDT2629,GSO,urban-suburban,600683.43,3991317.37,25.0,1
7677,UDT2630,GSO,urban-suburban,604745.43,3990522.62,50.0,1
7678,UDT2631,GSO,urban-suburban,604718.59,3990387.89,25.0,1
7679,UDT2632,GSO,urban-suburban,604783.94,3990547.04,50.0,1
7680,UDT2633,GSO,urban-suburban,604759.77,3990775.73,50.0,1
7681,UDT2634,GSO,urban-suburban,604782.13,3990296.11,25.0,1
7682,UDT2635,GSO,urban-suburban,604903.52,3990359.99,50.0,1
7683,UDT2636,GSO,urban-suburban,604753.94,3990057.44,25.0,1
7684,UDT2637,GSO,urban-suburban,604961.19,3990345.89,50.0,1
7685,UDT2638,GSO,urban-suburban,604792.76,3990156.09,25.0,1
7686,UDT2639,GSO,urban-suburban,604797.31,3990242.78,25.0,1
7687,UDT2640,GSO,urban-suburban,604797.41,3990196.49,25.0,1
7688,UDT2641,GSO,urban-suburban,604872.63,3990197.09,50.0,1
7689,UDT2642,GSO,urban-suburban,605031.29,3990770.43,50.0,1
7690,UDT2643,GSO,urban-suburban,605067.49,3990340.14,25.0,1
7691,UDT2644,GSO,urban-suburban,604903.38,3990601.05,75.0,1
7692,UDT2645,GSO,urban-suburban,605096.37,3990582.92,50.0,1
7693,UDT2646,GSO,urban-suburban,604973.44,3990442.83,25.0,1
7694,UDT2647,GSO,urban-suburban,604910.23,3990450.04,25.0,1
7695,UDT2648,GSO,urban-suburban,605273.33,3990350.57,50.0,1
7696,UDT2649,GSO,urban-suburban,605144.66,3990737.87,50.0,1
7697,UDT2650,GSO,urban-suburban,605401.88,3990702.3,25.0,1
7698,UDT2651,GSO,urban-suburban,605401.51,3990633.87,50.0,1
7699,UDT2652,GSO,urban-suburban,605424.46,3990373.44,50.0,1
7700,UDT2653,GSO,urban-suburban,605220.21,3990965.75,50.0,1
7701,UDT2654,GSO,urban-suburban,605401.04,3990545.89,50.0,1
7702,UDT2655,GSO,urban-suburban,605585.47,3990511.39,50.0,1
7703,UDT2656,GSO,urban-suburban,605642.01,3990499.72,50.0,1
7704,UDT2657,GSO,urban-suburban,605615.19,3990358.56,25.0,1
7705,UDT2658,GSO,urban-suburban,605625.87,3990645.01,25.0,1
7706,UDT2659,GSO,urban-suburban,605568.44,3990689.91,25.0,1
7707,UDT2660,GSO,urban-suburban,605688.2,3990359.28,25.0,1
7708,UDT2661,GSO,urban-suburban,605633.44,3990358.74,25.0,1
7709,UDT2662,GSO,urban-suburban,605616.16,3990155.17,25.0,1
7710,UDT2663,GSO,urban-suburban,604839.45,3990445.31,25.0,1
7711,UDT2664,GSO,urban-suburban,605402.35,3990466.59,50.0,1
7712,UDT2665,GSO,urban-suburban,605512.76,3990623.92,25.0,1
7713,UDT2666,GSO,urban-suburban,605512.64,3990614.24,25.0,1
7714,UDT2667,GSO,urban-suburban,605568.51,3990160.12,50.0,1
7715,UDT2668,GSO,urban-suburban,606699.42,3989977.13,50.0,1
7716,UDT2669,GSO,urban-suburban,606849.04,3989075.5,25.0,1
7717,UDT2670,GSO,urban-suburban,606699.73,3989918.76,50.0,1
7718,UDT2671,GSO,urban-suburban,606851.97,3989313.28,75.0,1
7719,UDT2672,GSO,urban-suburban,606847.1,3989177.43,50.0,1
7720,UDT2673,GSO,urban-suburban,606691.33,3989091.93,25.0,1
7721,UDT2674,GSO,urban-suburban,606862.06,3989672.12,50.0,1
7722,UDT2675,GSO,urban-suburban,606854.68,3989903.02,50.0,1
7723,UDT2676,GSO,urban-suburban,606904.46,3990051.2,50.0,1
7724,UDT2677,GSO,urban-suburban,606963.94,3989128.57,25.0,1
7725,UDT2678,GSO,urban-suburban,606930.23,3989459.52,50.0,1
7726,UDT2679,GSO,urban-suburban,606880.98,3989518.78,25.0,1
7727,UDT2680,GSO,urban-suburban,607009.4,3989223.01,50.0,1
7728,UDT2681,GSO,urban-suburban,607205.98,3989932.36,150.0,3
7729,UDT2682,GSO,urban-suburban,607214.46,3989708.94,50.0,1
7730,UDT2683,GSO,urban-suburban,606925.24,3989258.08,25.0,1
7731,UDT2684,GSO,urban-suburban,606962.69,3989588.33,25.0,1
7732,UDT2685,GSO,urban-suburban,607065.39,3990012.92,50.0,1
7733,UDT2686,GSO,urban-suburban,607060.19,3989858.11,25.0,1
7734,UDT2687,GSO,urban-suburban,607125.91,3989635.98,50.0,1
7735,UDT2688,GSO,urban-suburban,607195.22,3990045.34,25.0,1
7736,UDT2689,GSO,urban-suburban,607230.82,3989519.18,75.0,3
7737,UDT2690,GSO,urban-suburban,607317.52,3989791.97,50.0,1
7738,UDT2691,GSO,urban-suburban,607346.83,3989845.28,50.0,1
7739,UDT2692,GSO,urban-suburban,607261.78,3989918.81,25.0,1
7740,UDT2693,GSO,urban-suburban,607328.65,3989708.31,25.0,1
7741,UDT2694,GSO,urban-suburban,607231.11,3989597.09,75.0,1
7742,UDT2695,GSO,urban-suburban,607248.25,3989851.19,25.0,1
7743,UDT2696,GSO,urban-suburban,607192.48,3989335.17,25.0,1
7744,UDT2697,GSO,urban-suburban,607317.06,3989404.3,50.0,1
7745,UDT2698,GSO,urban-suburban,607269.94,3989694.29,25.0,1
7746,UDT2699,GSO,urban-suburban,607277.28,3989993.39,50.0,1
7747,UDT2700,GSO,urban-suburban,607545.47,3989065.03,50.0,1
7748,UDT2701,GSO,urban-suburban,607590.02,3989504.33,50.0,1
7749,UDT2702,GSO,urban-suburban,607634.7,3989235.45,50.0,1
7750,UDT2703,GSO,urban-suburban,607516.48,3989505.45,50.0,1
7751,UDT2704,GSO,urban-suburban,607526.65,3989374.78,50.0,1
7752,UDT2705,GSO,urban-suburban,607664.86,3989135.79,25.0,1
7753,UDT2706,GSO,urban-suburban,607396.12,3990078.2,50.0,1
7754,UDT2707,GSO,urban-suburban,607362.24,3989923.7,50.0,1
7755,UDT2708,GSO,urban-suburban,607535.51,3990019.38,25.0,1
7756,UDT2709,GSO,urban-suburban,607552.66,3990010.83,25.0,1
7757,UDT2710,GSO,urban-suburban,607679.14,3989954.31,75.0,1
7758,UDT2711,GSO,urban-suburban,610591.57,3994923.58,25.0,1
7759,UDT2712,GSO,urban-suburban,610596.34,3994830.39,25.0,1
7760,UDT2713,GSO,urban-suburban,610643.02,3994729.57,75.0,1
7761,UDT2714,GSO,urban-suburban,610768.45,3994501.38,25.0,1
7762,UDT2715,GSO,urban-suburban,610854.83,3994852.13,50.0,1
7763,UDT2716,GSO,urban-suburban,610814.93,3995013.04,50.0,1
7764,UDT2717,GSO,urban-suburban,610922.21,3994732.72,25.0,1
7765,UDT2718,GSO,urban-suburban,610869.4,3994975.55,50.0,1
7766,UDT2719,GSO,urban-suburban,610737.46,3994558.75,25.0,1
7767,UDT2720,GSO,urban-suburban,610720.26,3994845.21,75.0,1
7768,UDT2721,GSO,urban-suburban,610811.4,3994794.33,25.0,1
7769,UDT2722,GSO,urban-suburban,610882.04,3994472.36,25.0,1
7770,UDT2723,GSO,urban-suburban,610828.69,3994591.23,25.0,1
7771,UDT2724,GSO,urban-suburban,610933.75,3994550.46,25.0,1
7772,UDT2725,GSO,urban-suburban,610745.81,3994925.74,50.0,1
7773,UDT2726,GSO,urban-suburban,611010.01,3994664.56,25.0,1
7774,UDT2727,GSO,urban-suburban,610970.53,3994772.89,50.0,1
7775,UDT2728,GSO,urban-suburban,610971.88,3994607.51,25.0,1
7776,UDT2729,GSO,urban-suburban,611025.27,3994735.77,25.0,1
7777,UDT2730,GSO,urban-suburban,610995.9,3994888.8,25.0,1
7778,UDT2731,GSO,urban-suburban,611178.65,3994583.38,25.0,1
7779,UDT2732,GSO,urban-suburban,611039.37,3994992.51,50.0,1
7780,UDT2733,GSO,urban-suburban,610955.04,3995050.0,25.0,1
7781,UDT2734,GSO,urban-suburban,611165.59,3994421.66,25.0,1
7782,UDT2735,GSO,urban-suburban,611194.35,3994536.48,25.0,1
7783,UDT2736,GSO,urban-suburban,610939.44,3994927.35,50.0,1
7784,UDT2737,GSO,urban-suburban,611069.52,3994838.69,25.0,1
7785,UDT2738,GSO,urban-suburban,611431.11,3994923.01,50.0,1
7786,UDT2739,GSO,urban-suburban,611497.19,3994468.35,75.0,1
7787,UDT2740,GSO,urban-suburban,611423.38,3994826.39,75.0,1
7788,UDT2741,GSO,urban-suburban,611427.24,3994874.7,50.0,1
7789,UDT2742,GSO,urban-suburban,611323.77,3994601.53,25.0,1
7790,UDT2743,GSO,urban-suburban,611284.77,3994545.57,25.0,1
7791,UDT2744,GSO,urban-suburban,611537.8,3994963.18,50.0,1
7792,UDT2745,GSO,urban-suburban,611564.96,3994608.53,50.0,1
7793,UDT2746,GSO,urban-suburban,611240.52,3994673.88,25.0,1
7794,UDT2747,GSO,urban-suburban,611218.02,3994640.97,25.0,1
7795,UDT2748,GSO,urban-suburban,611274.27,3994723.25,75.0,1
7796,UDT2749,GSO,urban-suburban,611242.3,3995000.55,50.0,1
7797,UDT2750,GSO,urban-suburban,610681.64,3994787.39,50.0,1
7798,UDT2751,GSO,urban-suburban,611317.74,3995000.12,25.0,1
7799,UDT2752,GSO,urban-suburban,611028.62,3994866.53,25.0,1
7800,UDT2753,GSO,urban-suburban,609607.99,3993699.98,25.0,1
7801,UDT2754,GSO,urban-suburban,607098.2,3990841.12,50.0,1
7802,UDT2755,GSO,urban-suburban,606973.74,3990602.7,25.0,1
7803,UDT2756,GSO,urban-suburban,606997.22,3990955.11,25.0,1
7804,UDT2757,GSO,urban-suburban,607213.43,3990846.97,75.0,1
7805,UDT2758,GSO,urban-suburban,606936.76,3990632.95,25.0,1
7806,UDT2759,GSO,urban-suburban,606978.23,3990726.88,25.0,1
7807,UDT2760,GSO,urban-suburban,606792.83,3990599.15,50.0,1
7808,UDT2761,GSO,urban-suburban,606659.61,3990680.35,50.0,1
7809,UDT2762,GSO,urban-suburban,606796.44,3990686.26,50.0,1
7810,UDT2763,GSO,urban-suburban,606828.36,3990754.48,50.0,1
7811,UDT2764,GSO,urban-suburban,606874.82,3990774.18,50.0,1
7812,UDT2765,GSO,urban-suburban,606984.85,3990888.91,75.0,1
7813,UDT2766,GSO,urban-suburban,606875.9,3990893.94,50.0,1
7814,UDT2767,GSO,urban-suburban,606737.13,3990756.61,50.0,1
7815,UDT2768,GSO,urban-suburban,606920.79,3990527.19,75.0,1
7816,UDT2769,GSO,urban-suburban,606841.29,3990529.32,25.0,1
7817,UDT2770,GSO,urban-suburban,606720.38,3990567.29,25.0,1
7818,UDT2771,GSO,urban-suburban,606978.56,3990736.42,25.0,1
7819,UDT2772,GSO,urban-suburban,606706.38,3990660.03,50.0,1
7820,UDT2773,GSO,urban-suburban,606879.47,3990635.09,25.0,1
7821,UDT2774,GSO,urban-suburban,606768.6,3990854.55,50.0,1
7822,UDT2775,GSO,urban-suburban,606771.27,3990962.46,50.0,1
7823,UDT2776,GSO,urban-suburban,606989.68,3991023.21,50.0,1
7824,UDT2777,GSO,urban-suburban,606980.42,3990784.08,25.0,1
7825,UDT2778,GSO,urban-suburban,606769.83,3990903.6,25.0,1
7826,UDT2779,GSO,urban-suburban,606663.2,3990903.02,75.0,1
7827,UDT2780,GSO,urban-suburban,606981.63,3990812.67,50.0,1
7828,UDT2781,GSO,urban-suburban,606876.79,3990973.46,50.0,1
7829,UDT2782,GSO,urban-suburban,606791.98,3990755.1,25.0,1
7830,UDT2783,GSO,urban-suburban,606661.72,3990832.41,25.0,1
7831,UDT2784,GSO,urban-suburban,606662.21,3990851.25,25.0,1
7832,UDT2785,GSO,urban-suburban,608372.06,3994922.22,50.0,1
7833,UDT2786,GSO,urban-suburban,606664.47,3990974.36,50.0,1
7834,UDT2787,GSO,urban-suburban,608249.9,3994939.04,25.0,1
7835,UDT2788,GSO,urban-suburban,608563.13,3994933.52,25.0,1
7836,UDT2789,GSO,urban-suburban,608325.89,3994918.41,50.0,1
7837,UDT2790,GSO,urban-suburban,608592.42,3994911.33,50.0,1
7838,UDT2791,GSO,urban-suburban,606773.2,3991050.8,50.0,1
7839,UDT2792,GSO,urban-suburban,608397.16,3994818.1,75.0,1
7840,UDT2793,GSO,urban-suburban,608571.53,3994840.27,75.0,1
7841,UDT2794,GSO,urban-suburban,608453.01,3995002.21,25.0,1
7842,UDT2795,GSO,urban-suburban,608519.19,3994966.8,50.0,1
7843,UDT2796,GSO,urban-suburban,608476.59,3994824.58,50.0,1
7844,UDT2797,GSO,urban-suburban,608451.76,3994885.15,50.0,1
7845,UDT2798,GSO,urban-suburban,608300.04,3994827.86,50.0,1
7846,UDT2799,GSO,urban-suburban,608436.83,3994895.58,50.0,1
7847,UDT2800,GSO,urban-suburban,608544.35,3994721.15,25.0,1
7848,UDT2801,GSO,urban-suburban,608496.57,3994717.41,25.0,1
7849,UDT2802,GSO,urban-suburban,608439.23,3994712.93,25.0,1
7850,UDT2803,GSO,urban-suburban,608391.45,3994709.19,25.0,1
7851,UDT2804,GSO,urban-suburban,608525.16,3994106.59,75.0,1
7852,UDT2805,GSO,urban-suburban,608522.62,3994012.46,50.0,1
7853,UDT2806,GSO,urban-suburban,608188.07,3994691.78,50.0,1
7854,UDT2807,GSO,urban-suburban,608290.45,3994711.25,25.0,1
7855,UDT2808,GSO,urban-suburban,608179.3,3994515.75,75.0,1
7856,UDT2809,GSO,urban-suburban,608559.33,3994161.04,50.0,1
7857,UDT2810,GSO,urban-suburban,608535.12,3994334.92,50.0,1
