Code,NodeA,NodeB,NomV,Len,Equip,R,X,C,R0,X0,C0,Imax,Status,Phases,PhasesV,PhasesVI,Subest,Feeder,
L(R:IDM370-IDT165LV)            ,IDT165LV   ,IDM370     ,0.42  ,0.009 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00250 ,0.00086 ,0.53474    ,0.01013 ,0.00652  ,0.01956  ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT166LV-P1ILV394)          ,IDT166LV   ,P1ILV394   ,0.42  ,0.007 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00352 ,0.00065 ,0.34413    ,0.01084 ,0.00841  ,0.02524  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM372-P1ILV372)            ,IDM372     ,P1ILV372   ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00478 ,0.00089 ,0.46688    ,0.01471 ,0.01141  ,0.03424  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM373-P1ILV381)            ,IDM373     ,P1ILV381   ,0.42  ,0.017 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00919 ,0.00171 ,0.89829    ,0.02830 ,0.02196  ,0.06589  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM372-IDM373)              ,IDM372     ,IDM373     ,0.42  ,0.008 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00423 ,0.00079 ,0.41377    ,0.01303 ,0.01012  ,0.03035  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM372-IDT166LV)            ,IDT166LV   ,IDM372     ,0.42  ,0.016 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00880 ,0.00163 ,0.85952    ,0.02708 ,0.02101  ,0.06304  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM376-P1ILV392)            ,IDM376     ,P1ILV392   ,0.42  ,0.023 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01229 ,0.00228 ,1.20098    ,0.03783 ,0.02936  ,0.08809  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM376-P1ILV393)            ,IDM376     ,P1ILV393   ,0.42  ,0.017 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00910 ,0.00169 ,0.88887    ,0.02800 ,0.02173  ,0.06519  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM374-P1ILV386)            ,IDM374     ,P1ILV386   ,0.42  ,0.039 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02115 ,0.00393 ,2.06679    ,0.06511 ,0.05053  ,0.15159  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM374-P1ILV387)            ,IDM374     ,P1ILV387   ,0.42  ,0.039 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02110 ,0.00392 ,2.06170    ,0.06495 ,0.05041  ,0.15122  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM374-IDM376)              ,IDM376     ,IDM374     ,0.42  ,0.006 ,1P_UG_AL_2/0_Converse_0_416_0          ,0.00254 ,0.00058 ,0.32237    ,0.00875 ,0.00631  ,0.01892  ,233 ,1 ,B   ,B_LV   ,1_LV_77.6667 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM376-IDT166LV)            ,IDT166LV   ,IDM376     ,0.42  ,0.006 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00160 ,0.00055 ,0.34301    ,0.00650 ,0.00418  ,0.01254  ,301 ,1 ,B   ,B_LV   ,1_LV_100.333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT167LV-P1ILV377)          ,IDT167LV   ,P1ILV377   ,0.42  ,0.020 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01082 ,0.00201 ,1.05747    ,0.03331 ,0.02585  ,0.07756  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT167LV-P1ILV2676)         ,IDT167LV   ,P1ILV2676  ,0.42  ,0.008 ,1P_UG_AL_2/0_Converse_0_416_0          ,0.00346 ,0.00079 ,0.43942    ,0.01192 ,0.00860  ,0.02580  ,233 ,1 ,C   ,C_LV   ,1_LV_77.6667 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT168LV-P1ILV404)          ,IDT168LV   ,P1ILV404   ,0.42  ,0.006 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00310 ,0.00057 ,0.30254    ,0.00953 ,0.00740  ,0.02219  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM381-P1ILV378)            ,IDM381     ,P1ILV378   ,0.42  ,0.019 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01014 ,0.00188 ,0.99123    ,0.03123 ,0.02423  ,0.07270  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM381-P1ILV379)            ,IDM381     ,P1ILV379   ,0.42  ,0.017 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00922 ,0.00171 ,0.90110    ,0.02839 ,0.02203  ,0.06609  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM381-IDT168LV)            ,IDT168LV   ,IDM381     ,0.42  ,0.007 ,1P_UG_AL_2/0_Converse_0_416_0          ,0.00293 ,0.00067 ,0.37229    ,0.01010 ,0.00729  ,0.02186  ,233 ,1 ,C   ,C_LV   ,1_LV_77.6667 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM386-P1ILV409)            ,IDM386     ,P1ILV409   ,0.42  ,0.012 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00660 ,0.00123 ,0.64510    ,0.02032 ,0.01577  ,0.04731  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM383-P1ILV403)            ,IDM383     ,P1ILV403   ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00494 ,0.00092 ,0.48222    ,0.01519 ,0.01179  ,0.03537  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM383-P1ILV408)            ,IDM383     ,P1ILV408   ,0.42  ,0.011 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00569 ,0.00106 ,0.55606    ,0.01752 ,0.01359  ,0.04078  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM383-IDM386)              ,IDM386     ,IDM383     ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00497 ,0.00092 ,0.48542    ,0.01529 ,0.01187  ,0.03560  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM386-IDT168LV)            ,IDT168LV   ,IDM386     ,0.42  ,0.005 ,1P_UG_AL_2/0_Converse_0_416_0          ,0.00228 ,0.00052 ,0.28951    ,0.00786 ,0.00567  ,0.01700  ,233 ,1 ,C   ,C_LV   ,1_LV_77.6667 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT169LV-P1ILV390)          ,IDT169LV   ,P1ILV390   ,0.42  ,0.039 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02132 ,0.00396 ,2.08273    ,0.06561 ,0.05092  ,0.15276  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM387-P1ILV382)            ,IDM387     ,P1ILV382   ,0.42  ,0.032 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01710 ,0.00317 ,1.67046    ,0.05262 ,0.04084  ,0.12252  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM387-P1ILV383)            ,IDM387     ,P1ILV383   ,0.42  ,0.026 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01379 ,0.00256 ,1.34758    ,0.04245 ,0.03295  ,0.09884  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM387-IDT169LV)            ,IDT169LV   ,IDM387     ,0.42  ,0.018 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00998 ,0.00185 ,0.97545    ,0.03073 ,0.02385  ,0.07155  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM389-P1ILV389)            ,IDM389     ,P1ILV389   ,0.42  ,0.039 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02122 ,0.00394 ,2.07383    ,0.06533 ,0.05070  ,0.15211  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM389-IDT169LV)            ,IDT169LV   ,IDM389     ,0.42  ,0.006 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00334 ,0.00062 ,0.32677    ,0.01029 ,0.00799  ,0.02397  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT170LV-P1ILV2312)         ,IDT170LV   ,P1ILV2312  ,0.42  ,0.012 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00645 ,0.00120 ,0.63057    ,0.01986 ,0.01542  ,0.04625  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT170LV-P1ILV2761)         ,IDT170LV   ,P1ILV2761  ,0.42  ,0.011 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00569 ,0.00106 ,0.55616    ,0.01752 ,0.01360  ,0.04079  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT170LV-P1ILV2828)         ,IDT170LV   ,P1ILV2828  ,0.42  ,0.011 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00572 ,0.00106 ,0.55906    ,0.01761 ,0.01367  ,0.04100  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM391-P1ILV391)            ,IDM391     ,P1ILV391   ,0.42  ,0.038 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02076 ,0.00385 ,2.02811    ,0.06389 ,0.04958  ,0.14875  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM391-P1ILV2684)           ,IDM391     ,P1ILV2684  ,0.42  ,0.011 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00615 ,0.00114 ,0.60089    ,0.01893 ,0.01469  ,0.04407  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM391-IDT170LV)            ,IDT170LV   ,IDM391     ,0.42  ,0.008 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00459 ,0.00085 ,0.44822    ,0.01412 ,0.01096  ,0.03288  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT171LV-P1ILV446)          ,IDT171LV   ,P1ILV446   ,0.42  ,0.008 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00449 ,0.00083 ,0.43885    ,0.01382 ,0.01073  ,0.03219  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM396-P1ILV395)            ,IDM396     ,P1ILV395   ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00546 ,0.00101 ,0.53302    ,0.01679 ,0.01303  ,0.03909  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM397-P1ILV396)            ,IDM397     ,P1ILV396   ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00519 ,0.00096 ,0.50690    ,0.01597 ,0.01239  ,0.03718  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM397-P1ILV398)            ,IDM397     ,P1ILV398   ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00528 ,0.00098 ,0.51594    ,0.01625 ,0.01261  ,0.03784  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM396-IDM397)              ,IDM396     ,IDM397     ,0.42  ,0.010 ,1P_UG_AL_2/0_Converse_0_416_0          ,0.00413 ,0.00094 ,0.52447    ,0.01423 ,0.01026  ,0.03079  ,233 ,1 ,C   ,C_LV   ,1_LV_77.6667 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM396-IDT171LV)            ,IDT171LV   ,IDM396     ,0.42  ,0.014 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00377 ,0.00130 ,0.80614    ,0.01527 ,0.00983  ,0.02948  ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM400-P1ILV445)            ,IDM400     ,P1ILV445   ,0.42  ,0.011 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00572 ,0.00106 ,0.55936    ,0.01762 ,0.01368  ,0.04103  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM400-P1ILV450)            ,IDM400     ,P1ILV450   ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00542 ,0.00101 ,0.52924    ,0.01667 ,0.01294  ,0.03882  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM399-P1ILV444)            ,IDM399     ,P1ILV444   ,0.42  ,0.011 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00591 ,0.00110 ,0.57713    ,0.01818 ,0.01411  ,0.04233  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM399-P1ILV449)            ,IDM399     ,P1ILV449   ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00487 ,0.00090 ,0.47548    ,0.01498 ,0.01162  ,0.03487  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM399-IDM400)              ,IDM400     ,IDM399     ,0.42  ,0.008 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00457 ,0.00085 ,0.44655    ,0.01407 ,0.01092  ,0.03275  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM400-IDT171LV)            ,IDT171LV   ,IDM400     ,0.42  ,0.006 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00174 ,0.00060 ,0.37155    ,0.00704 ,0.00453  ,0.01359  ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT172LV-P1ILV401)          ,IDT172LV   ,P1ILV401   ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00566 ,0.00105 ,0.55352    ,0.01744 ,0.01353  ,0.04060  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT172LV-P1ILV406)          ,IDT172LV   ,P1ILV406   ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00509 ,0.00094 ,0.49701    ,0.01566 ,0.01215  ,0.03645  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM407-P1ILV402)            ,IDM407     ,P1ILV402   ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00526 ,0.00098 ,0.51408    ,0.01619 ,0.01257  ,0.03771  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM407-P1ILV407)            ,IDM407     ,P1ILV407   ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00539 ,0.00100 ,0.52634    ,0.01658 ,0.01287  ,0.03861  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM407-IDT172LV)            ,IDT172LV   ,IDM407     ,0.42  ,0.007 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00364 ,0.00068 ,0.35583    ,0.01121 ,0.00870  ,0.02610  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM408-P1ILV405)            ,IDM408     ,P1ILV405   ,0.42  ,0.007 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00398 ,0.00074 ,0.38846    ,0.01224 ,0.00950  ,0.02849  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM404-P1ILV399)            ,IDM404     ,P1ILV399   ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00565 ,0.00105 ,0.55178    ,0.01738 ,0.01349  ,0.04047  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM404-P1ILV400)            ,IDM404     ,P1ILV400   ,0.42  ,0.014 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00739 ,0.00137 ,0.72235    ,0.02276 ,0.01766  ,0.05298  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM404-IDM408)              ,IDM408     ,IDM404     ,0.42  ,0.006 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00309 ,0.00057 ,0.30222    ,0.00952 ,0.00739  ,0.02217  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM408-IDT172LV)            ,IDT172LV   ,IDM408     ,0.42  ,0.007 ,1P_UG_AL_2/0_Converse_0_416_0          ,0.00289 ,0.00066 ,0.36742    ,0.00997 ,0.00719  ,0.02157  ,233 ,1 ,B   ,B_LV   ,1_LV_77.6667 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT173LV-P1ILV411)          ,IDT173LV   ,P1ILV411   ,0.42  ,0.011 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00584 ,0.00108 ,0.57019    ,0.01796 ,0.01394  ,0.04182  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT173LV-P1ILV412)          ,IDT173LV   ,P1ILV412   ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00528 ,0.00098 ,0.51589    ,0.01625 ,0.01261  ,0.03784  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM411-P1ILV410)            ,IDM411     ,P1ILV410   ,0.42  ,0.013 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00684 ,0.00127 ,0.66854    ,0.02106 ,0.01634  ,0.04903  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM416-P1ILV457)            ,IDM416     ,P1ILV457   ,0.42  ,0.008 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00409 ,0.00076 ,0.39965    ,0.01259 ,0.00977  ,0.02931  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM411-IDM416)              ,IDM411     ,IDM416     ,0.42  ,0.014 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00780 ,0.00145 ,0.76187    ,0.02400 ,0.01863  ,0.05588  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM411-IDT173LV)            ,IDT173LV   ,IDM411     ,0.42  ,0.007 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00186 ,0.00064 ,0.39807    ,0.00754 ,0.00485  ,0.01456  ,301 ,1 ,B   ,B_LV   ,1_LV_100.333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM414-P1ILV414)            ,IDM414     ,P1ILV414   ,0.42  ,0.011 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00606 ,0.00112 ,0.59197    ,0.01865 ,0.01447  ,0.04342  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM415-P1ILV418)            ,IDM415     ,P1ILV418   ,0.42  ,0.011 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00578 ,0.00107 ,0.56505    ,0.01780 ,0.01381  ,0.04144  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM414-IDM415)              ,IDM414     ,IDM415     ,0.42  ,0.007 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00360 ,0.00067 ,0.35169    ,0.01108 ,0.00860  ,0.02580  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM414-IDT173LV)            ,IDT173LV   ,IDM414     ,0.42  ,0.005 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00127 ,0.00044 ,0.27242    ,0.00516 ,0.00332  ,0.00996  ,301 ,1 ,B   ,B_LV   ,1_LV_100.333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT174LV-P1ILV415)          ,IDT174LV   ,P1ILV415   ,0.42  ,0.014 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00776 ,0.00144 ,0.75804    ,0.02388 ,0.01853  ,0.05560  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM418-P1ILV416)            ,IDM418     ,P1ILV416   ,0.42  ,0.013 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00700 ,0.00130 ,0.68440    ,0.02156 ,0.01673  ,0.05020  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM419-P1ILV417)            ,IDM419     ,P1ILV417   ,0.42  ,0.012 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00646 ,0.00120 ,0.63108    ,0.01988 ,0.01543  ,0.04629  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM418-IDM419)              ,IDM418     ,IDM419     ,0.42  ,0.007 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00391 ,0.00073 ,0.38196    ,0.01203 ,0.00934  ,0.02802  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM418-IDT174LV)            ,IDT174LV   ,IDM418     ,0.42  ,0.007 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00390 ,0.00072 ,0.38130    ,0.01201 ,0.00932  ,0.02797  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM420-P1ILV422)            ,IDM420     ,P1ILV422   ,0.42  ,0.015 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00830 ,0.00154 ,0.81105    ,0.02555 ,0.01983  ,0.05949  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM420-P1ILV423)            ,IDM420     ,P1ILV423   ,0.42  ,0.013 ,1P_UG_AL_2/0_Converse_0_416_0          ,0.00547 ,0.00125 ,0.69543    ,0.01887 ,0.01361  ,0.04083  ,233 ,1 ,C   ,C_LV   ,1_LV_77.6667 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM420-IDT174LV)            ,IDT174LV   ,IDM420     ,0.42  ,0.009 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00235 ,0.00081 ,0.50326    ,0.00953 ,0.00613  ,0.01840  ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT175LV-P1ILV421)          ,IDT175LV   ,P1ILV421   ,0.42  ,0.012 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00668 ,0.00124 ,0.65293    ,0.02057 ,0.01596  ,0.04789  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDT175LV-P1ILV454)          ,IDT175LV   ,P1ILV454   ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00495 ,0.00092 ,0.48406    ,0.01525 ,0.01183  ,0.03550  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM422-P1ILV420)            ,IDM422     ,P1ILV420   ,0.42  ,0.008 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00433 ,0.00080 ,0.42262    ,0.01331 ,0.01033  ,0.03100  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
L(R:IDM422-P1ILV453)            ,IDM422     ,P1ILV453   ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00511 ,0.00095 ,0.49943    ,0.01573 ,0.01221  ,0.03663  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
