Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,,,,,,
P1ILV526   ,3,0.42,5.18,1.05,IHS4_1247 ,IHS4_1247 -> IDT194  ,12.95,2.63,35550.45,3,,,,,,
P1ILV527   ,3,0.42,223.3,45.34,IHS4_1247 ,IHS4_1247 -> IDT1687 ,558.24,113.36,2452565,1,,,,,,
P1ILV528   ,1,0.42,3.94,0.8,IHS4_1247 ,IHS4_1247 -> IDT1682 ,9.85,2,27036.56,2,,,,,,
P1ILV529   ,3,0.42,28.48,5.78,IHS4_1247 ,IHS4_1247 -> IDT1592 ,71.2,14.46,254715.4,14,,,,,,
P1ILV530   ,3,0.42,168.21,34.16,IHS3_1247 ,IHS3_1247 -> IDT226  ,420.52,85.39,1125426,1,,,,,,
P1ILV531   ,1,0.42,7.76,1.57,IHS4_1247 ,IHS4_1247 -> IDT1687 ,19.39,3.94,57516.38,1,,,,,,
P1ILV532   ,1,0.42,4.79,0.97,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.97,2.43,32861.47,2,,,,,,
P1ILV533   ,1,0.42,16.74,3.4,IHS4_1247 ,IHS4_1247 -> IDT275  ,41.85,8.5,114894.8,11,,,,,,
P1ILV534   ,1,0.42,4.22,0.86,IHS3_1247 ,IHS3_1247 -> IDT226  ,10.55,2.14,28961.57,2,,,,,,
P1ILV535   ,1,0.42,3.46,0.7,IHS3_1247 ,IHS3_1247 -> IDT226  ,8.64,1.75,23719.85,1,,,,,,
P1ILV536   ,3,0.42,29.13,5.92,IHS4_1247 ,IHS4_1247 -> IDT275  ,72.83,14.79,260560.8,15,,,,,,
P1ILV537   ,3,0.42,28.65,5.82,IHS4_1247 ,IHS4_1247 -> IDT275  ,71.63,14.55,256271.8,14,,,,,,
P1ILV538   ,3,0.42,28.1,5.71,IHS4_1247 ,IHS4_1247 -> IDT275  ,70.25,14.26,251310.4,13,,,,,,
P1ILV539   ,1,0.42,4.14,1.36,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.35,3.4,9754.56,1,,,,,,
P1ILV540   ,3,0.42,28.15,5.72,IHS4_1247 ,IHS4_1247 -> IDT275  ,70.38,14.29,251785.9,14,,,,,,
P1ILV541   ,1,0.42,4.14,1.36,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.35,3.4,13473.75,1,,,,,,
P1ILV542   ,3,0.42,29.17,5.92,IHS4_1247 ,IHS4_1247 -> IDT275  ,72.94,14.81,260924.6,15,,,,,,
P1ILV543   ,3,0.42,27.83,5.65,IHS4_1247 ,IHS4_1247 -> IDT275  ,69.56,14.13,248866.7,13,,,,,,
P1ILV544   ,3,0.42,144.55,29.35,IHS4_1247 ,IHS4_1247 -> IDT275  ,361.39,73.38,1035181,1,,,,,,
P1ILV545   ,3,0.42,26.74,8.79,IHS3_1247 ,IHS3_1247 -> IDT960  ,66.84,21.97,183115.4,1,,,,,,
P1ILV546   ,3,0.42,19.79,6.51,IHS3_1247 ,IHS3_1247 -> IDT960  ,49.49,16.27,325117.8,1,,,,,,
P1ILV547   ,1,0.42,1.38,0.28,IHS3_1247 ,IHS3_1247 -> IDT960  ,3.45,0.7,4998.33,1,,,,,,
P1ILV548   ,1,0.42,2.76,0.56,IHS3_1247 ,IHS3_1247 -> IDT960  ,6.89,1.4,18919.05,1,,,,,,
P1ILV549   ,1,0.42,11.78,2.39,IHS4_1247 ,IHS4_1247 -> IDT275  ,29.45,5.98,87374.98,1,,,,,,
P1ILV550   ,1,0.42,1.38,0.28,IHS2_1247 ,IHS2_1247 -> IDT486  ,3.45,0.7,11274.31,1,,,,,,
P1ILV551   ,3,0.42,25.33,5.14,IHS4_1247 ,IHS4_1247 -> IDT275  ,63.32,12.86,187836.2,1,,,,,,
P1ILV552   ,1,0.42,2.14,0.43,IHS3_1247 ,IHS3_1247 -> IDT960  ,5.35,1.09,15419.21,1,,,,,,
P1ILV553   ,1,0.42,9.34,1.9,IHS4_1247 ,IHS4_1247 -> IDT275  ,23.35,4.74,69255.75,1,,,,,,
P1ILV554   ,1,0.42,4.94,1,IHS2_1247 ,IHS2_1247 -> IDT486  ,12.34,2.51,40936.36,1,,,,,,
P1ILV555   ,3,0.42,35.31,7.17,IHS4_1247 ,IHS4_1247 -> IDT275  ,88.28,17.93,261862.2,1,,,,,,
P1ILV556   ,1,0.42,12.59,2.56,IHS3_1247 ,IHS3_1247 -> IDT960  ,31.48,6.39,93385.35,1,,,,,,
P1ILV557   ,3,0.42,27.08,5.5,IHS2_1247 ,IHS2_1247 -> IDT486  ,67.69,13.75,183374.5,1,,,,,,
P1ILV558   ,1,0.42,4.25,0.86,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.62,2.16,29157.54,2,,,,,,
P1ILV559   ,1,0.42,1.38,0.28,IHS4_1247 ,IHS4_1247 -> IDT275  ,3.45,0.7,5744.38,1,,,,,,
P1ILV560   ,1,0.42,4.86,0.99,IHS4_1247 ,IHS4_1247 -> IDT275  ,12.15,2.47,33349.41,2,,,,,,
P1ILV561   ,3,0.42,26.52,5.39,IHS3_1247 ,IHS3_1247 -> IDT226  ,66.3,13.46,196671.5,1,,,,,,
P1ILV562   ,1,0.42,2.82,0.57,IHS3_1247 ,IHS3_1247 -> IDT893  ,7.05,1.43,19365.5,1,,,,,,
P1ILV563   ,1,0.42,15.28,3.1,IHS3_1247 ,IHS3_1247 -> IDT226  ,38.2,7.76,113317,1,,,,,,
P1ILV564   ,3,0.42,60.69,12.32,IHS3_1247 ,IHS3_1247 -> IDT893  ,151.72,30.81,692537.1,1,,,,,,
P1ILV565   ,3,0.42,120.37,39.57,IHS3_1247 ,IHS3_1247 -> IDT893  ,300.93,98.91,824470.1,1,,,,,,
P1ILV566   ,1,0.42,3.72,0.76,IHS3_1247 ,IHS3_1247 -> IDT960  ,9.31,1.89,25545.83,1,,,,,,
P1ILV567   ,3,0.42,161.53,53.09,IHS3_1247 ,IHS3_1247 -> IDT960  ,403.82,132.73,2653084,1,,,,,,
P1ILV568   ,1,0.42,2.47,0.5,IHS3_1247 ,IHS3_1247 -> IDT960  ,6.18,1.26,17290.99,1,,,,,,
P1ILV569   ,1,0.42,4.14,1.36,IHS3_1247 ,IHS3_1247 -> IDT960  ,10.35,3.4,16772.1,1,,,,,,
P1ILV570   ,1,0.42,1.38,0.28,IHS3_1247 ,IHS3_1247 -> IDT960  ,3.45,0.7,9925.18,1,,,,,,
P1ILV571   ,1,0.42,4.13,0.84,IHS3_1247 ,IHS3_1247 -> IDT960  ,10.32,2.1,28338.78,2,,,,,,
P1ILV572   ,1,0.42,3.68,0.75,IHS3_1247 ,IHS3_1247 -> IDT960  ,9.2,1.87,25254.84,1,,,,,,
P1ILV573   ,1,0.42,2,0.41,IHS3_1247 ,IHS3_1247 -> IDT960  ,4.99,1.01,14596.38,1,,,,,,
P1ILV574   ,1,0.42,3.57,0.73,IHS3_1247 ,IHS3_1247 -> IDT960  ,8.93,1.81,24522.8,1,,,,,,
P1ILV575   ,3,0.42,47.03,15.46,IHS3_1247 ,IHS3_1247 -> IDT960  ,117.57,38.64,322113.7,1,,,,,,
P1ILV576   ,3,0.42,61.81,20.32,IHS3_1247 ,IHS3_1247 -> IDT960  ,154.52,50.79,423343,1,,,,,,
P1ILV577   ,3,0.42,65.57,21.55,IHS3_1247 ,IHS3_1247 -> IDT960  ,163.92,53.88,449081.9,1,,,,,,
P1ILV578   ,3,0.42,46.11,15.16,IHS3_1247 ,IHS3_1247 -> IDT960  ,115.28,37.89,315843.7,1,,,,,,
P1ILV579   ,3,0.42,34.61,11.38,IHS3_1247 ,IHS3_1247 -> IDT960  ,86.53,28.44,237060.7,1,,,,,,
P1ILV580   ,3,0.42,24.99,8.21,IHS3_1247 ,IHS3_1247 -> IDT960  ,62.48,20.54,171173.4,1,,,,,,
P1ILV581   ,1,0.42,1.38,0.28,IHS3_1247 ,IHS3_1247 -> IDT960  ,3.45,0.7,5883.45,1,,,,,,
P1ILV582   ,1,0.42,3.79,0.77,IHS3_1247 ,IHS3_1247 -> IDT960  ,9.48,1.92,26022.93,2,,,,,,
P1ILV583   ,3,0.42,24.36,8.01,IHS2_1247 ,IHS2_1247 -> IDT898  ,60.89,20.01,166825.3,1,,,,,,
P1ILV584   ,3,0.42,34.46,11.33,IHS2_1247 ,IHS2_1247 -> IDT898  ,86.14,28.31,236000.5,1,,,,,,
P1ILV585   ,1,0.42,4.58,0.93,IHS3_1247 ,IHS3_1247 -> IDT960  ,11.45,2.33,31444.88,2,,,,,,
P1ILV586   ,3,0.42,44.03,14.47,IHS3_1247 ,IHS3_1247 -> IDT960  ,110.08,36.18,301574.5,1,,,,,,
P1ILV587   ,1,0.42,10.31,3.39,IHS2_1247 ,IHS2_1247 -> IDT898  ,25.77,8.47,70590.16,1,,,,,,
P1ILV588   ,3,0.42,59.6,19.59,IHS2_1247 ,IHS2_1247 -> IDT898  ,148.99,48.97,408193.4,1,,,,,,
P1ILV589   ,3,0.42,29.72,9.77,IHS2_1247 ,IHS2_1247 -> IDT898  ,74.29,24.42,203530.3,1,,,,,,
P1ILV590   ,3,0.42,33.85,11.13,IHS3_1247 ,IHS3_1247 -> IDT960  ,84.62,27.81,231839.8,1,,,,,,
P1ILV591   ,1,0.42,4.97,1.63,IHS2_1247 ,IHS2_1247 -> IDT898  ,12.43,4.09,34061.57,1,,,,,,
P1ILV592   ,3,0.42,46.93,9.53,IHS3_1247 ,IHS3_1247 -> IDT960  ,117.32,23.82,348020.4,1,,,,,,
P1ILV593   ,3,0.42,32.11,10.55,IHS2_1247 ,IHS2_1247 -> IDT486  ,80.27,26.38,219915.2,1,,,,,,
P1ILV594   ,1,0.42,13.95,2.83,IHS0_1247 ,IHS0_1247 -> IDT740  ,34.87,7.08,95735.24,9,,,,,,
P1ILV595   ,1,0.42,1.78,0.36,IHS0_1247 ,IHS0_1247 -> IDT740  ,4.45,0.9,13206.35,1,,,,,,
P1ILV596   ,1,0.42,3.39,0.69,IHS0_1247 ,IHS0_1247 -> IDT740  ,8.47,1.72,25126.7,1,,,,,,
P1ILV597   ,1,0.42,1.65,0.33,IHS0_1247 ,IHS0_1247 -> IDT740  ,4.11,0.84,12205.55,1,,,,,,
P1ILV598   ,1,0.42,1.41,0.29,IHS0_1247 ,IHS0_1247 -> IDT740  ,3.53,0.72,11099.66,1,,,,,,
P1ILV599   ,1,0.42,4.15,0.84,IHS0_1247 ,IHS0_1247 -> IDT740  ,10.36,2.1,28451.83,2,,,,,,
P1ILV600   ,1,0.42,1.38,0.28,IHS0_1247 ,IHS0_1247 -> IDT740  ,3.45,0.7,5854.41,1,,,,,,
P1ILV601   ,1,0.42,4.44,0.9,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.09,2.25,30445.05,2,,,,,,
P1ILV602   ,1,0.42,3.9,0.79,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.74,1.98,26739.48,2,,,,,,
P1ILV603   ,1,0.42,3.52,0.72,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.8,1.79,24170.93,1,,,,,,
P1ILV604   ,1,0.42,4.02,0.82,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.04,2.04,27561.43,2,,,,,,
P1ILV605   ,1,0.42,3.69,0.75,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.24,1.88,25356.48,1,,,,,,
P1ILV606   ,1,0.42,3.28,0.67,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.21,1.67,22538.83,1,,,,,,
P1ILV606   ,1,0.42,3.19,0.65,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.98,1.62,21909.61,1,,,,,,
P1ILV608   ,1,0.42,4.77,0.97,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.93,2.42,32741.85,2,,,,,,
P1ILV609   ,1,0.42,3.94,0.8,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.85,2,27052,2,,,,,,
P1ILV610   ,1,0.42,3.44,0.7,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.6,1.75,23622.44,1,,,,,,
P1ILV611   ,1,0.42,4.14,0.84,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.36,2.1,28441.56,2,,,,,,
P1ILV612   ,1,0.42,4,0.81,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.99,2.03,27432.66,2,,,,,,
P1ILV612   ,1,0.42,4.02,0.82,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.06,2.04,27618.49,2,,,,,,
P1ILV614   ,1,0.42,3.6,0.73,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.01,1.83,24736.11,1,,,,,,
P1ILV615   ,1,0.42,3.72,0.76,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.3,1.89,25538.91,1,,,,,,
P1ILV616   ,1,0.42,3.38,0.69,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.44,1.71,23181.65,1,,,,,,
P1ILV617   ,1,0.42,4.41,0.9,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.02,2.24,30250.6,2,,,,,,
P1ILV618   ,1,0.42,3.34,0.68,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.35,1.7,22931.08,1,,,,,,
P1ILV619   ,1,0.42,3.68,0.75,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.19,1.87,25233.66,1,,,,,,
P1ILV620   ,1,0.42,4.54,0.92,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.35,2.3,31147.07,2,,,,,,
P1ILV621   ,1,0.42,4.56,0.93,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.4,2.31,31297.21,2,,,,,,
P1ILV621   ,1,0.42,3.38,0.69,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.46,1.72,23214.75,1,,,,,,
P1ILV623   ,1,0.42,3.23,0.66,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.08,1.64,22173.41,1,,,,,,
P1ILV624   ,1,0.42,4.09,0.83,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.22,2.08,28053.85,2,,,,,,
P1ILV625   ,1,0.42,3.58,0.73,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.95,1.82,24570.77,1,,,,,,
P1ILV625   ,1,0.42,4.05,0.82,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.12,2.05,27770.76,2,,,,,,
P1ILV627   ,1,0.42,3.84,0.78,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.59,1.95,26333.86,2,,,,,,
P1ILV628   ,1,0.42,4.64,0.94,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.59,2.35,31821.54,2,,,,,,
P1ILV629   ,1,0.42,3.12,0.63,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.8,1.58,21419.57,1,,,,,,
P1ILV630   ,1,0.42,4.2,0.85,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.49,2.13,28799.88,2,,,,,,
P1ILV630   ,1,0.42,3.57,0.72,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.92,1.81,24500.67,1,,,,,,
P1ILV632   ,1,0.42,10.86,2.21,IHS4_1247 ,IHS4_1247 -> IDT275  ,27.15,5.51,80535.65,1,,,,,,
P1ILV633   ,1,0.42,4.56,0.93,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.4,2.31,31287.34,2,,,,,,
P1ILV633   ,1,0.42,3.28,0.67,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.2,1.66,22500.27,1,,,,,,
P1ILV635   ,1,0.42,3.89,0.79,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.72,1.97,26674.43,2,,,,,,
P1ILV636   ,1,0.42,4.05,0.82,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.11,2.05,27765.43,2,,,,,,
P1ILV637   ,1,0.42,3.47,0.7,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.68,1.76,23818.98,1,,,,,,
P1ILV638   ,1,0.42,4.29,0.87,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.72,2.18,29428.3,2,,,,,,
P1ILV639   ,1,0.42,4.22,0.86,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.55,2.14,28956.73,2,,,,,,
P1ILV640   ,1,0.42,3.38,0.69,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.46,1.72,23221.5,1,,,,,,
P1ILV641   ,1,0.42,4.26,0.87,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.66,2.16,29252.31,2,,,,,,
P1ILV642   ,1,0.42,3.34,0.68,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.34,1.69,22905.93,1,,,,,,
P1ILV643   ,1,0.42,3.02,0.61,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.55,1.53,20728.31,1,,,,,,
P1ILV644   ,1,0.42,4.9,0.99,IHS4_1247 ,IHS4_1247 -> IDT275  ,12.25,2.49,33621.48,2,,,,,,
P1ILV645   ,1,0.42,3.63,0.74,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.09,1.85,24945.43,1,,,,,,
P1ILV645   ,1,0.42,3.44,0.7,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.6,1.75,23619.44,1,,,,,,
P1ILV647   ,1,0.42,4.16,0.84,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.4,2.11,28543.82,2,,,,,,
P1ILV648   ,1,0.42,3.8,0.77,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.49,1.93,26058.9,2,,,,,,
P1ILV649   ,1,0.42,3.23,0.66,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.07,1.64,22143.35,1,,,,,,
P1ILV650   ,1,0.42,4.5,0.91,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.26,2.29,30909.75,2,,,,,,
P1ILV651   ,1,0.42,3.79,0.77,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.47,1.92,26007.39,2,,,,,,
P1ILV652   ,1,0.42,2.96,0.6,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.41,1.51,20348.11,1,,,,,,
P1ILV653   ,1,0.42,4.92,1,IHS4_1247 ,IHS4_1247 -> IDT275  ,12.31,2.5,33789.55,2,,,,,,
P1ILV654   ,1,0.42,4.23,0.86,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.56,2.14,28998.99,2,,,,,,
P1ILV655   ,1,0.42,3.13,0.63,IHS4_1247 ,IHS4_1247 -> IDT275  ,7.82,1.59,21459.41,1,,,,,,
P1ILV656   ,1,0.42,4.33,0.88,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.83,2.2,29720.11,2,,,,,,
P1ILV657   ,1,0.42,3.92,0.8,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.81,1.99,26936.97,2,,,,,,
P1ILV658   ,1,0.42,3.34,0.68,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.34,1.69,22889.47,1,,,,,,
P1ILV659   ,1,0.42,4.14,0.84,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.34,2.1,28398.8,2,,,,,,
P1ILV660   ,1,0.42,4.44,0.9,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.09,2.25,30443.63,2,,,,,,
P1ILV661   ,1,0.42,3.7,0.75,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.25,1.88,25406.19,1,,,,,,
P1ILV662   ,1,0.42,4.42,0.9,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.04,2.24,30319.05,2,,,,,,
P1ILV663   ,1,0.42,4.82,0.98,IHS4_1247 ,IHS4_1247 -> IDT275  ,12.04,2.44,33053.57,2,,,,,,
P1ILV663   ,1,0.42,4.42,0.9,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.05,2.24,30347.81,2,,,,,,
P1ILV665   ,1,0.42,3.47,0.7,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.67,1.76,23792.94,1,,,,,,
P1ILV665   ,1,0.42,9.84,2,IHS4_1247 ,IHS4_1247 -> IDT275  ,24.61,5,72999.62,1,,,,,,
P1ILV667   ,1,0.42,3.55,0.72,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.87,1.8,24341.72,1,,,,,,
P1ILV668   ,1,0.42,4.64,0.94,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.61,2.36,31865.24,2,,,,,,
P1ILV669   ,1,0.42,9.85,2,IHS4_1247 ,IHS4_1247 -> IDT275  ,24.62,5,73021.66,1,,,,,,
P1ILV670   ,1,0.42,6.86,1.39,IHS4_1247 ,IHS4_1247 -> IDT275  ,17.15,3.48,50865.73,1,,,,,,
P1ILV670   ,1,0.42,10.65,2.16,IHS4_1247 ,IHS4_1247 -> IDT275  ,26.62,5.41,78972.7,1,,,,,,
P1ILV672   ,1,0.42,4.88,0.99,IHS4_1247 ,IHS4_1247 -> IDT275  ,12.21,2.48,33515.5,2,,,,,,
P1ILV673   ,1,0.42,4.48,0.91,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.19,2.27,30718.74,2,,,,,,
P1ILV674   ,1,0.42,5.13,1.04,IHS4_1247 ,IHS4_1247 -> IDT275  ,12.82,2.6,35201.72,3,,,,,,
P1ILV675   ,1,0.42,4.62,0.94,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.54,2.34,31688.1,2,,,,,,
P1ILV676   ,1,0.42,3.77,0.77,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.43,1.92,25896.35,2,,,,,,
P1ILV677   ,1,0.42,5.13,1.04,IHS4_1247 ,IHS4_1247 -> IDT275  ,12.81,2.6,35177.97,3,,,,,,
P1ILV678   ,1,0.42,4.59,0.93,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.48,2.33,31513.59,2,,,,,,
P1ILV679   ,1,0.42,3.69,0.75,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.22,1.87,25323.05,1,,,,,,
P1ILV679   ,1,0.42,4.26,0.86,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.65,2.16,29228.29,2,,,,,,
P1ILV681   ,1,0.42,4.77,0.97,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.92,2.42,32720.13,2,,,,,,
P1ILV682   ,1,0.42,5.14,1.04,IHS4_1247 ,IHS4_1247 -> IDT275  ,12.86,2.61,35301.09,3,,,,,,
P1ILV683   ,1,0.42,4.38,0.89,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.94,2.22,30028.02,2,,,,,,
P1ILV684   ,1,0.42,3.8,0.77,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.5,1.93,26073.53,2,,,,,,
P1ILV684   ,1,0.42,4.64,0.94,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.6,2.36,31848.77,2,,,,,,
P1ILV686   ,1,0.42,5.08,1.03,IHS4_1247 ,IHS4_1247 -> IDT275  ,12.7,2.58,34858.02,2,,,,,,
P1ILV686   ,1,0.42,3.4,0.69,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.49,1.72,23310.51,1,,,,,,
P1ILV688   ,1,0.42,4.43,0.9,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.08,2.25,30413.45,2,,,,,,
P1ILV689   ,1,0.42,4.81,0.98,IHS4_1247 ,IHS4_1247 -> IDT275  ,12.02,2.44,33005.98,2,,,,,,
P1ILV689   ,1,0.42,3.7,0.75,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.25,1.88,25396.7,1,,,,,,
P1ILV691   ,1,0.42,4.01,0.81,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.02,2.04,27514.18,2,,,,,,
P1ILV692   ,1,0.42,5.22,1.06,IHS4_1247 ,IHS4_1247 -> IDT275  ,13.06,2.65,35860.22,3,,,,,,
P1ILV693   ,1,0.42,3.56,0.72,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.9,1.81,24425.64,1,,,,,,
P1ILV694   ,1,0.42,4.43,0.9,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.07,2.25,30402.3,2,,,,,,
P1ILV695   ,1,0.42,2.88,0.58,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.19,1.46,19741.03,1,,,,,,
P1ILV696   ,1,0.42,3,0.61,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.51,1.52,20615.29,1,,,,,,
P1ILV697   ,1,0.42,2.63,0.53,IHS4_1247 ,IHS4_1247 -> IDT1592 ,6.58,1.34,18195.21,1,,,,,,
P1ILV697   ,1,0.42,2.77,0.56,IHS4_1247 ,IHS4_1247 -> IDT1592 ,6.93,1.41,19020.65,1,,,,,,
P1ILV699   ,1,0.42,2.92,0.59,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.29,1.48,20018,1,,,,,,
P1ILV699   ,1,0.42,2.91,0.59,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.28,1.48,19983.61,1,,,,,,
P1ILV701   ,1,0.42,3.06,0.62,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.65,1.55,20993.62,1,,,,,,
P1ILV702   ,1,0.42,2.37,0.48,IHS4_1247 ,IHS4_1247 -> IDT1592 ,5.91,1.2,16686.71,1,,,,,,
P1ILV702   ,1,0.42,1.5,0.3,IHS4_1247 ,IHS4_1247 -> IDT1592 ,3.74,0.76,11638.4,1,,,,,,
P1ILV704   ,1,0.42,1.93,0.39,IHS4_1247 ,IHS4_1247 -> IDT1592 ,4.83,0.98,14237.98,1,,,,,,
P1ILV704   ,1,0.42,2.72,0.55,IHS4_1247 ,IHS4_1247 -> IDT1592 ,6.81,1.38,18719.28,1,,,,,,
P1ILV706   ,1,0.42,2.21,0.45,IHS4_1247 ,IHS4_1247 -> IDT1592 ,5.54,1.12,15831.21,1,,,,,,
P1ILV707   ,1,0.42,2.18,0.44,IHS4_1247 ,IHS4_1247 -> IDT1592 ,5.44,1.11,15620.27,1,,,,,,
P1ILV708   ,1,0.42,1.47,0.3,IHS4_1247 ,IHS4_1247 -> IDT1592 ,3.68,0.75,11473.89,1,,,,,,
P1ILV709   ,1,0.42,3.07,0.62,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.68,1.56,21084.48,1,,,,,,
P1ILV710   ,1,0.42,3.33,0.68,IHS4_1247 ,IHS4_1247 -> IDT1592 ,8.33,1.69,22858.89,1,,,,,,
P1ILV710   ,1,0.42,2.99,0.61,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.49,1.52,20552.87,1,,,,,,
P1ILV712   ,1,0.42,3.3,0.67,IHS4_1247 ,IHS4_1247 -> IDT1592 ,8.24,1.67,22633.22,1,,,,,,
P1ILV713   ,1,0.42,3.42,0.69,IHS4_1247 ,IHS4_1247 -> IDT1592 ,8.54,1.73,23456.29,1,,,,,,
P1ILV714   ,1,0.42,3.25,0.66,IHS4_1247 ,IHS4_1247 -> IDT1592 ,8.12,1.65,22281.73,1,,,,,,
P1ILV715   ,1,0.42,2.64,0.54,IHS4_1247 ,IHS4_1247 -> IDT1592 ,6.6,1.34,18249.89,1,,,,,,
P1ILV716   ,1,0.42,2.25,0.46,IHS4_1247 ,IHS4_1247 -> IDT1592 ,5.64,1.14,16055.78,1,,,,,,
P1ILV716   ,1,0.42,1.96,0.4,IHS4_1247 ,IHS4_1247 -> IDT1592 ,4.9,0.99,14385.58,1,,,,,,
P1ILV718   ,1,0.42,2.87,0.58,IHS4_1247 ,IHS4_1247 -> IDT1592 ,7.18,1.46,19701.4,1,,,,,,
P1ILV719   ,1,0.42,2.46,0.5,IHS4_1247 ,IHS4_1247 -> IDT1592 ,6.16,1.25,17233.88,1,,,,,,
P1ILV720   ,1,0.42,2.77,0.56,IHS4_1247 ,IHS4_1247 -> IDT1592 ,6.92,1.41,18995.29,1,,,,,,
P1ILV721   ,1,0.42,2.74,0.56,IHS4_1247 ,IHS4_1247 -> IDT1592 ,6.86,1.39,18823.94,1,,,,,,
