Node,Subest,Feeder,
IDT37     ,IHS0_1247 ,IHS0_1247 -> IDT620  ,
IDT37LV   ,IHS0_1247 ,IHS0_1247 -> IDT620  ,
IDT38     ,IHS0_1247 ,IHS0_1247 -> IDT740  ,
IDT38LV   ,IHS0_1247 ,IHS0_1247 -> IDT740  ,
IDT39     ,IHS0_1247 ,IHS0_1247 -> IDT620  ,
IDT39LV   ,IHS0_1247 ,IHS0_1247 -> IDT620  ,
IDT40     ,IHS0_1247 ,IHS0_1247 -> IDT620  ,
IDT40LV   ,IHS0_1247 ,IHS0_1247 -> IDT620  ,
IDT41     ,IHS0_1247 ,IHS0_1247 -> IDT740  ,
IDT41LV   ,IHS0_1247 ,IHS0_1247 -> IDT740  ,
IDT42     ,IHS1_1247 ,IHS1_1247 -> IDT1289 ,
IDT42LV   ,IHS1_1247 ,IHS1_1247 -> IDT1289 ,
IDT43     ,IHS1_1247 ,IHS1_1247 -> IDT1289 ,
IDT43LV   ,IHS1_1247 ,IHS1_1247 -> IDT1289 ,
IDT44     ,IHS1_1247 ,IHS1_1247 -> IDT1289 ,
IDT44LV   ,IHS1_1247 ,IHS1_1247 -> IDT1289 ,
IDT45     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT45LV   ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT46     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT46LV   ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT47     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT47LV   ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT48     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT48LV   ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT49     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT49LV   ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT50     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT50LV   ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT51     ,IHS1_1247 ,IHS1_1247 -> IDT1478 ,
IDT51LV   ,IHS1_1247 ,IHS1_1247 -> IDT1478 ,
IDT52     ,IHS1_1247 ,IHS1_1247 -> IDT1478 ,
IDT52LV   ,IHS1_1247 ,IHS1_1247 -> IDT1478 ,
IDT53     ,IHS1_1247 ,IHS1_1247 -> IDT1478 ,
IDT53LV   ,IHS1_1247 ,IHS1_1247 -> IDT1478 ,
IDT54     ,IHS1_1247 ,IHS1_1247 -> IDT1478 ,
IDT54LV   ,IHS1_1247 ,IHS1_1247 -> IDT1478 ,
IDT55     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT55LV   ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT56     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT56LV   ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT57     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT57LV   ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT58     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT58LV   ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT59     ,IHS3_1247 ,IHS3_1247 -> IDT1334 ,
IDT59LV   ,IHS3_1247 ,IHS3_1247 -> IDT1334 ,
IDT60     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT60LV   ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT61     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT61LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT62     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT62LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT63     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT63LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT64     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT64LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT65     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT65LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT66     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT66LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT67     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT67LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT68     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT68LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT69     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT69LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT70     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT70LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT71     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT71LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT72     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT72LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT73     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT73LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT74     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT74LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT75     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT75LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT76     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT76LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT77     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT77LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT78     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT78LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT79     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT79LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT80     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT80LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT81     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT81LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT82     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT82LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT83     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT83LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT84     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT84LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT85     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT85LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT86     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT86LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT87     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT87LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT88     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT88LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT89     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT89LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT90     ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT90LV   ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT91     ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT91LV   ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT92     ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT92LV   ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT93     ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT93LV   ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT94     ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT94LV   ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT95     ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT95LV   ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT96     ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT96LV   ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT97     ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT97LV   ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT98     ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT98LV   ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT99     ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT99LV   ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT100    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT100LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT101    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT101LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT102    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT102LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT103    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT103LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT104    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT104LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT105    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT105LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT106    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT106LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT107    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT107LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT108    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT108LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT109    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT109LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT110    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT110LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT111    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT111LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT112    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT112LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT113    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT113LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT114    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT114LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT115    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT115LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT116    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT116LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT117    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT117LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT118    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT118LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT119    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT119LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT120    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT120LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT121    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT121LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT122    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT122LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT123    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT123LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT124    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT124LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT125    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT125LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT126    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT126LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT127    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT127LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT128    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT128LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT129    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT129LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT130    ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT130LV  ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT131    ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT131LV  ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT132    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT132LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT133    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT133LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT134    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT134LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT135    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT135LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT136    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT136LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT137    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT137LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT138    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT138LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT139    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT139LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT140    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT140LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT141    ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT141LV  ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT142    ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT142LV  ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT143    ,IHS3_1247 ,IHS3_1247 -> IDT226  ,
IDT143LV  ,IHS3_1247 ,IHS3_1247 -> IDT226  ,
IDT144    ,IHS3_1247 ,IHS3_1247 -> IDT226  ,
IDT144LV  ,IHS3_1247 ,IHS3_1247 -> IDT226  ,
IDT145    ,IHS3_1247 ,IHS3_1247 -> IDT226  ,
IDT145LV  ,IHS3_1247 ,IHS3_1247 -> IDT226  ,
IDT146    ,IHS0_1247 ,IHS0_1247 -> IDT620  ,
IDT146LV  ,IHS0_1247 ,IHS0_1247 -> IDT620  ,
IDT147    ,IHS1_1247 ,IHS1_1247 -> IDT670  ,
IDT147LV  ,IHS1_1247 ,IHS1_1247 -> IDT670  ,
IDT148    ,IHS1_1247 ,IHS1_1247 -> IDT670  ,
IDT148LV  ,IHS1_1247 ,IHS1_1247 -> IDT670  ,
IDT149    ,IHS1_1247 ,IHS1_1247 -> IDT670  ,
IDT149LV  ,IHS1_1247 ,IHS1_1247 -> IDT670  ,
IDT150    ,IHS1_1247 ,IHS1_1247 -> IDT670  ,
IDT150LV  ,IHS1_1247 ,IHS1_1247 -> IDT670  ,
IDT151    ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT151LV  ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT152    ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT152LV  ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT153    ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT153LV  ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT154    ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT154LV  ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT155    ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT155LV  ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT156    ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT156LV  ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT157    ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT157LV  ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT158    ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT158LV  ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT159    ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT159LV  ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT160    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT160LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT161    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT161LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT162    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT162LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT163    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT163LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT164    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT164LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT165    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT165LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT166    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT166LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT167    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT167LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT168    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT168LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT169    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT169LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT170    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT170LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT171    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT171LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT172    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT172LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT173    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT173LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT174    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT174LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT175    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT175LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT176    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT176LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT177    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT177LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT178    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT178LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT179    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT179LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT180    ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT180LV  ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT181    ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT181LV  ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT182    ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT182LV  ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT183    ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT183LV  ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT184    ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT184LV  ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT185    ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT185LV  ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT186    ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT186LV  ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT187    ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT187LV  ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT188    ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT188LV  ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT189    ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT189LV  ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT190    ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT190LV  ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT191    ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT191LV  ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT192    ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT192LV  ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT193    ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT193LV  ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT194    ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT194LV  ,IHS4_1247 ,IHS4_1247 -> IDT194  ,
IDT195    ,IHS4_1247 ,IHS4_1247 -> IDT1687 ,
IDT195LV  ,IHS4_1247 ,IHS4_1247 -> IDT1687 ,
IDT196    ,IHS4_1247 ,IHS4_1247 -> IDT1682 ,
IDT196LV  ,IHS4_1247 ,IHS4_1247 -> IDT1682 ,
IDT197    ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT197LV  ,IHS4_1247 ,IHS4_1247 -> IDT1592 ,
IDT198    ,IHS3_1247 ,IHS3_1247 -> IDT226  ,
IDT198LV  ,IHS3_1247 ,IHS3_1247 -> IDT226  ,
IDT199    ,IHS4_1247 ,IHS4_1247 -> IDT1687 ,
IDT199LV  ,IHS4_1247 ,IHS4_1247 -> IDT1687 ,
IDT200    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT200LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT201    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT201LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT202    ,IHS3_1247 ,IHS3_1247 -> IDT226  ,
IDT202LV  ,IHS3_1247 ,IHS3_1247 -> IDT226  ,
IDT203    ,IHS3_1247 ,IHS3_1247 -> IDT226  ,
IDT203LV  ,IHS3_1247 ,IHS3_1247 -> IDT226  ,
IDT204    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT204LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT205    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT205LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT206    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT206LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT207    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT207LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT208    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT208LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT209    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT209LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT210    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT210LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT211    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT211LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT212    ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
IDT212LV  ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
IDT213    ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
IDT213LV  ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
IDT214    ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
IDT214LV  ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
IDT215    ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
IDT215LV  ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
IDT216    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT216LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT217    ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT217LV  ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT218    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT218LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT219    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT219LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT220    ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT220LV  ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT221    ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
IDT221LV  ,IHS3_1247 ,IHS3_1247 -> IDT960  ,
IDT222    ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT222LV  ,IHS2_1247 ,IHS2_1247 -> IDT486  ,
IDT223    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT223LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT224    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT224LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT225    ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT225LV  ,IHS4_1247 ,IHS4_1247 -> IDT275  ,
IDT226    ,IHS3_1247 ,IHS3_1247 -> IDT226  ,
IDT226LV  ,IHS3_1247 ,IHS3_1247 -> IDT226  ,
IDT227    ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT227LV  ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT228    ,IHS3_1247 ,IHS3_1247 -> IDT226  ,
IDT228LV  ,IHS3_1247 ,IHS3_1247 -> IDT226  ,
IDT229    ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT229LV  ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
IDT230    ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
