Code,NodeA,NodeB,NomV,Len,Equip,R,X,C,R0,X0,C0,Imax,Status,Phases,PhasesV,PhasesVI,Subest,Feeder,
L(R:P1RLV1279-RDT362LV)      ,RDT362LV  ,P1RLV1279 ,0.42  ,0.059  ,1P_OH_CU_4_Ionic_0_416_0               ,0.04890 ,0.00595 ,3.20372   ,0.11909 ,0.07370  ,0.22110  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV687-RDM686)         ,RDM686    ,P1RLV687  ,0.42  ,0.039  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03275 ,0.00398 ,2.14527   ,0.07974 ,0.04935  ,0.14806  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM686-RDT362LV)         ,RDT362LV  ,RDM686    ,0.42  ,0.020  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01659 ,0.00202 ,1.08712   ,0.04041 ,0.02501  ,0.07503  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV1280-RDM688)        ,RDM688    ,P1RLV1280 ,0.42  ,0.059  ,1P_OH_CU_4_Ionic_0_416_0               ,0.04939 ,0.00601 ,3.23536   ,0.12027 ,0.07443  ,0.22329  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM688-RDT362LV)         ,RDT362LV  ,RDM688    ,0.42  ,0.020  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01659 ,0.00202 ,1.08712   ,0.04041 ,0.02501  ,0.07503  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV688-RDT363LV)       ,RDT363LV  ,P1RLV688  ,0.42  ,0.038  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02033 ,0.00377 ,1.98600   ,0.06256 ,0.04855  ,0.14566  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV689-RDT364LV)       ,RDT364LV  ,P1RLV689  ,0.42  ,0.036  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01964 ,0.00364 ,1.91861   ,0.06044 ,0.04691  ,0.14072  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV690-RDT365LV)       ,RDT365LV  ,P1RLV690  ,0.42  ,0.021  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01143 ,0.00212 ,1.11673   ,0.03518 ,0.02730  ,0.08191  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV691-RDT366LV)       ,RDT366LV  ,P1RLV691  ,0.42  ,0.060  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.03216 ,0.00597 ,3.14277   ,0.09900 ,0.07684  ,0.23051  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV692-RDT366LV)       ,RDT366LV  ,P1RLV692  ,0.42  ,0.036  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01941 ,0.00360 ,1.89622   ,0.05973 ,0.04636  ,0.13908  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV693-RDM694)         ,RDM694    ,P1RLV693  ,0.42  ,0.012  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00666 ,0.00124 ,0.65111   ,0.02051 ,0.01592  ,0.04776  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM694-RDT366LV)         ,RDT366LV  ,RDM694    ,0.42  ,0.015  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00834 ,0.00155 ,0.81456   ,0.02566 ,0.01991  ,0.05974  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV694-RDT367LV)       ,RDT367LV  ,P1RLV694  ,0.42  ,0.019  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01012 ,0.00188 ,0.98842   ,0.03114 ,0.02417  ,0.07250  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV695-RDT368LV)       ,RDT368LV  ,P1RLV695  ,0.42  ,0.027  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01451 ,0.00269 ,1.41804   ,0.04467 ,0.03467  ,0.10401  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV696-RDT369LV)       ,RDT369LV  ,P1RLV696  ,0.42  ,0.035  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01899 ,0.00352 ,1.85528   ,0.05844 ,0.04536  ,0.13608  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV697-RDT370LV)       ,RDT370LV  ,P1RLV697  ,0.42  ,0.043  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02319 ,0.00430 ,2.26618   ,0.07139 ,0.05540  ,0.16621  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV698-RDT371LV)       ,RDT371LV  ,P1RLV698  ,0.42  ,0.037  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01997 ,0.00371 ,1.95175   ,0.06148 ,0.04772  ,0.14315  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV699-RDT372LV)       ,RDT372LV  ,P1RLV699  ,0.42  ,0.024  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01278 ,0.00237 ,1.24853   ,0.03933 ,0.03052  ,0.09157  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV700-RDT373LV)       ,RDT373LV  ,P1RLV700  ,0.42  ,0.036  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02964 ,0.00361 ,1.94185   ,0.07218 ,0.04467  ,0.13402  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV701-RDT374LV)       ,RDT374LV  ,P1RLV701  ,0.42  ,0.032  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02677 ,0.00326 ,1.75376   ,0.06519 ,0.04035  ,0.12104  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV702-RDT375LV)       ,RDT375LV  ,P1RLV702  ,0.42  ,0.029  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02382 ,0.00290 ,1.56045   ,0.05801 ,0.03590  ,0.10769  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV703-RDT376LV)       ,RDT376LV  ,P1RLV703  ,0.42  ,0.032  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02637 ,0.00321 ,1.72744   ,0.06421 ,0.03974  ,0.11922  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV704-RDM705)         ,RDM705    ,P1RLV704  ,0.42  ,0.054  ,1P_OH_CU_4_Ionic_0_416_0               ,0.04468 ,0.00544 ,2.92727   ,0.10881 ,0.06734  ,0.20202  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM705-RDT377LV)         ,RDT377LV  ,RDM705    ,0.42  ,0.016  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01333 ,0.00162 ,0.87354   ,0.03247 ,0.02010  ,0.06029  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV705-RDM706)         ,RDM706    ,P1RLV705  ,0.42  ,0.056  ,1P_OH_CU_4_Ionic_0_416_0               ,0.04642 ,0.00565 ,3.04063   ,0.11303 ,0.06995  ,0.20985  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM706-RDT377LV)         ,RDT377LV  ,RDM706    ,0.42  ,0.016  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01331 ,0.00162 ,0.87161   ,0.03240 ,0.02005  ,0.06015  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV707-RDT378LV)       ,RDT378LV  ,P1RLV707  ,0.42  ,0.039  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03244 ,0.00395 ,2.12541   ,0.07901 ,0.04889  ,0.14668  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV709-RDT378LV)       ,RDT378LV  ,P1RLV709  ,0.42  ,0.070  ,1P_OH_CU_4_Ionic_0_416_0               ,0.05786 ,0.00704 ,3.79024   ,0.14089 ,0.08719  ,0.26158  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV708-RDM709)         ,RDM709    ,P1RLV708  ,0.42  ,0.070  ,1P_OH_CU_4_Ionic_0_416_0               ,0.05802 ,0.00706 ,3.80114   ,0.14130 ,0.08744  ,0.26233  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV706-RDM707)         ,RDM707    ,P1RLV706  ,0.42  ,0.036  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03013 ,0.00367 ,1.97364   ,0.07336 ,0.04540  ,0.13621  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM707-RDM709)           ,RDM709    ,RDM707    ,0.42  ,0.015  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01274 ,0.00155 ,0.83486   ,0.03103 ,0.01921  ,0.05762  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM709-RDT378LV)         ,RDT378LV  ,RDM709    ,0.42  ,0.016  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01298 ,0.00158 ,0.85040   ,0.03161 ,0.01956  ,0.05869  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV710-RDM711)         ,RDM711    ,P1RLV710  ,0.42  ,0.041  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03389 ,0.00412 ,2.22028   ,0.08253 ,0.05108  ,0.15323  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM711-RDT378LV)         ,RDT378LV  ,RDM711    ,0.42  ,0.031  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02589 ,0.00315 ,1.69593   ,0.06304 ,0.03901  ,0.11704  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV711-RDM712)         ,RDM712    ,P1RLV711  ,0.42  ,0.015  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00809 ,0.00150 ,0.79043   ,0.02490 ,0.01932  ,0.05797  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM712-RDT379LV)         ,RDT379LV  ,RDM712    ,0.42  ,0.020  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01066 ,0.00198 ,1.04132   ,0.03280 ,0.02546  ,0.07638  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV713-RDM713)         ,RDM713    ,P1RLV713  ,0.42  ,0.020  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01083 ,0.00201 ,1.05843   ,0.03334 ,0.02588  ,0.07763  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM713-RDT379LV)         ,RDT379LV  ,RDM713    ,0.42  ,0.030  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01599 ,0.00297 ,1.56222   ,0.04921 ,0.03819  ,0.11458  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV714-RDT380LV)       ,RDT380LV  ,P1RLV714  ,0.42  ,0.023  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01253 ,0.00232 ,1.22404   ,0.03856 ,0.02993  ,0.08978  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV715-RDT381LV)       ,RDT381LV  ,P1RLV715  ,0.42  ,0.023  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01217 ,0.00226 ,1.18898   ,0.03745 ,0.02907  ,0.08721  ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV716-RDM716)         ,RDM716    ,P1RLV716  ,0.42  ,0.041  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02231 ,0.00414 ,2.17987   ,0.06867 ,0.05329  ,0.15988  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM716-RDT382LV)         ,RDT382LV  ,RDM716    ,0.42  ,0.050  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02680 ,0.00497 ,2.61866   ,0.08249 ,0.06402  ,0.19207  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV1314-RDM718)        ,RDM718    ,P1RLV1314 ,0.42  ,0.043  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02334 ,0.00433 ,2.28052   ,0.07184 ,0.05576  ,0.16727  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV717-RDM717)         ,RDM717    ,P1RLV717  ,0.42  ,0.032  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01732 ,0.00321 ,1.69194   ,0.05330 ,0.04137  ,0.12410  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM717-RDM718)           ,RDM718    ,RDM717    ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00512 ,0.00095 ,0.50019   ,0.01576 ,0.01223  ,0.03669  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM718-RDT382LV)         ,RDT382LV  ,RDM718    ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00512 ,0.00095 ,0.50019   ,0.01576 ,0.01223  ,0.03669  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV1312-RDT383LV)      ,RDT383LV  ,P1RLV1312 ,0.42  ,0.071  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.03831 ,0.00711 ,3.74362   ,0.11793 ,0.09153  ,0.27458  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV727-RDM721)         ,RDM721    ,P1RLV727  ,0.42  ,0.019  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01045 ,0.00194 ,1.02110   ,0.03217 ,0.02496  ,0.07489  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV718-RDM719)         ,RDM719    ,P1RLV718  ,0.42  ,0.016  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00876 ,0.00163 ,0.85636   ,0.02698 ,0.02094  ,0.06281  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV719-RDM720)         ,RDM720    ,P1RLV719  ,0.42  ,0.026  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02150 ,0.00262 ,1.40821   ,0.05235 ,0.03240  ,0.09719  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM719-RDM720)           ,RDM719    ,RDM720    ,0.42  ,0.068  ,1P_OH_CU_4_Ionic_0_416_0               ,0.05661 ,0.00689 ,3.70828   ,0.13785 ,0.08531  ,0.25593  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM719-RDM721)           ,RDM721    ,RDM719    ,0.42  ,0.005  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00285 ,0.00053 ,0.27836   ,0.00877 ,0.00681  ,0.02042  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM721-RDT383LV)         ,RDT383LV  ,RDM721    ,0.42  ,0.005  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00285 ,0.00053 ,0.27835   ,0.00877 ,0.00681  ,0.02042  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV1313-RDM723)        ,RDM723    ,P1RLV1313 ,0.42  ,0.023  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01229 ,0.00228 ,1.20105   ,0.03784 ,0.02936  ,0.08809  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM723-RDT383LV)         ,RDT383LV  ,RDM723    ,0.42  ,0.042  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02255 ,0.00418 ,2.20342   ,0.06941 ,0.05387  ,0.16161  ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV720-RDT384LV)       ,RDT384LV  ,P1RLV720  ,0.42  ,0.086  ,1P_OH_CU_4_Ionic_0_416_0               ,0.07155 ,0.00871 ,4.68716   ,0.17423 ,0.10783  ,0.32348  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV721-RDM725)         ,RDM725    ,P1RLV721  ,0.42  ,0.129  ,1P_OH_CU_4_Ionic_0_416_0               ,0.10708 ,0.01303 ,7.01446   ,0.26074 ,0.16137  ,0.48410  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV722-RDM725)         ,RDM725    ,P1RLV722  ,0.42  ,0.090  ,1P_OH_CU_4_Ionic_0_416_0               ,0.07523 ,0.00915 ,4.92829   ,0.18320 ,0.11337  ,0.34012  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM725-RDT385LV)         ,RDT385LV  ,RDM725    ,0.42  ,0.015  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01233 ,0.00150 ,0.80759   ,0.03002 ,0.01858  ,0.05574  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV723-RDM727)         ,RDM727    ,P1RLV723  ,0.42  ,0.058  ,1P_OH_CU_4_Ionic_0_416_0               ,0.04839 ,0.00589 ,3.17031   ,0.11785 ,0.07293  ,0.21880  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM727-RDT385LV)         ,RDT385LV  ,RDM727    ,0.42  ,0.018  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01482 ,0.00180 ,0.97107   ,0.03610 ,0.02234  ,0.06702  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV725-RDT386LV)       ,RDT386LV  ,P1RLV725  ,0.42  ,0.047  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03868 ,0.00471 ,2.53391   ,0.09419 ,0.05829  ,0.17488  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV724-RDM728)         ,RDM728    ,P1RLV724  ,0.42  ,0.048  ,1P_OH_CU_4_Ionic_0_416_0               ,0.04026 ,0.00490 ,2.63755   ,0.09804 ,0.06068  ,0.18203  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM728-RDT386LV)         ,RDT386LV  ,RDM728    ,0.42  ,0.018  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01482 ,0.00180 ,0.97053   ,0.03608 ,0.02233  ,0.06698  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV728-RDM730)         ,RDM730    ,P1RLV728  ,0.42  ,0.026  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02137 ,0.00260 ,1.40004   ,0.05204 ,0.03221  ,0.09662  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM730-RDT386LV)         ,RDT386LV  ,RDM730    ,0.42  ,0.018  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01482 ,0.00180 ,0.97107   ,0.03610 ,0.02234  ,0.06702  ,115 ,1 ,A   ,A_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV726-RDT387LV)       ,RDT387LV  ,P1RLV726  ,0.42  ,0.040  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03298 ,0.00401 ,2.16074   ,0.08032 ,0.04971  ,0.14912  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV729-RDM732)         ,RDM732    ,P1RLV729  ,0.42  ,0.028  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02324 ,0.00283 ,1.52248   ,0.05659 ,0.03502  ,0.10507  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM732-RDT387LV)         ,RDT387LV  ,RDM732    ,0.42  ,0.013  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01046 ,0.00127 ,0.68543   ,0.02548 ,0.01577  ,0.04730  ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV741-RDT388LV)       ,RDT388LV  ,P1RLV741  ,0.42  ,0.075  ,1P_OH_CU_4_Ionic_0_416_0               ,0.06205 ,0.00755 ,4.06516   ,0.15111 ,0.09352  ,0.28056  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV730-RDM733)         ,RDM733    ,P1RLV730  ,0.42  ,0.025  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02085 ,0.00254 ,1.36602   ,0.05078 ,0.03143  ,0.09428  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM733-RDT388LV)         ,RDT388LV  ,RDM733    ,0.42  ,0.016  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01309 ,0.00159 ,0.85772   ,0.03188 ,0.01973  ,0.05920  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV739-RDM734)         ,RDM734    ,P1RLV739  ,0.42  ,0.029  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02374 ,0.00289 ,1.55490   ,0.05780 ,0.03577  ,0.10731  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM734-RDT388LV)         ,RDT388LV  ,RDM734    ,0.42  ,0.032  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02652 ,0.00323 ,1.73763   ,0.06459 ,0.03997  ,0.11992  ,115 ,1 ,C   ,C_LV   ,1_LV_38.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV731-RDM736)         ,RDM736    ,P1RLV731  ,0.42  ,0.028  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01500 ,0.00278 ,1.46558   ,0.04617 ,0.03583  ,0.10749  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM736-RDT389LV)         ,RDT389LV  ,RDM736    ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00504 ,0.00093 ,0.49212   ,0.01550 ,0.01203  ,0.03609  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV1310-RDM737)        ,RDM737    ,P1RLV1310 ,0.42  ,0.015  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00801 ,0.00149 ,0.78237   ,0.02465 ,0.01913  ,0.05738  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:RDM737-RDT389LV)         ,RDT389LV  ,RDM737    ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00504 ,0.00093 ,0.49214   ,0.01550 ,0.01203  ,0.03610  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
L(R:P1RLV732-RDT390LV)       ,RDT390LV  ,P1RLV732  ,0.42  ,0.025  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01364 ,0.00253 ,1.33269   ,0.04198 ,0.03258  ,0.09775  ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,RHS1_1247 ,RHS1_1247 -> RDT137  ,
